Name (click to view)ˇ,Manufacturer,Date Manufactured,Players,Type,Theme,IPDB Link
Upper Deck,"Williams Electronics, Incorporated","February, 1973",2,EM,Sports - Baseball,https://www.ipdb.org/machine.cgi?gid=2708&puid=38895
Utah,United Manufacturing Company,"September, 1949",1,EM,American West,https://www.ipdb.org/machine.cgi?gid=2711&puid=38895
Utran,Pin Ball Manufacturing Company,"June, 1977",1,,,https://www.ipdb.org/machine.cgi?gid=3305&puid=38895
V.1,"Ideas y Dise§os, Sociedad An¢nima",1986,4,SS,Outer Space - Fantasy,https://www.ipdb.org/machine.cgi?gid=5022&puid=38895
Vacation,Bally Manufacturing Corporation,"July, 1940",1,EM,Beach - Happiness - Recreation - Sailing - Swimming - Water - Women,https://www.ipdb.org/machine.cgi?gid=2712&puid=38895
Vacation America,Chicago Gaming Company,"December, 2003",1,SS,Family Vacation,https://www.ipdb.org/machine.cgi?gid=4848&puid=38895
Vagabond,Williams Electronic Manufacturing Company,10-Oct-62,1,EM,American History,https://www.ipdb.org/machine.cgi?gid=2713&puid=38895
Valencia,"Williams Electronics, Incorporated","July, 1975",4,EM,,https://www.ipdb.org/machine.cgi?gid=2714&puid=38895
Valiant,Williams Electronic Manufacturing Company,"August, 1962",2,EM,Historical - Knights,https://www.ipdb.org/machine.cgi?gid=2715&puid=38895
Valkyrie,Jeutel,1982,4,SS,Fantasy - Mythology,https://www.ipdb.org/machine.cgi?gid=3929&puid=38895
Valkyrie,"D. Gottlieb & Company, a Columbia Pictures Industries Company",,4,SS,Mythology,https://www.ipdb.org/machine.cgi?gid=5262&puid=38895
Valley,Unknown Manufacturer,,1,,,https://www.ipdb.org/machine.cgi?gid=4002&puid=38895
Valley Derby,Unknown Manufacturer,,1,,Sports - Horse Racing,https://www.ipdb.org/machine.cgi?gid=4003&puid=38895
Vampire,Bally Manufacturing Corporation,"January, 1971",2,EM,Myth and Legend,https://www.ipdb.org/machine.cgi?gid=2716&puid=38895
Vanities,Exhibit Supply Company,"February, 1947",1,EM,,https://www.ipdb.org/machine.cgi?gid=2717&puid=38895
Variety,Atlas Indicator Works Incorporated,"October, 1931",2,ME,Playing Cards,https://www.ipdb.org/machine.cgi?gid=2718&puid=38895
Variety,Bally Manufacturing Corporation,,1,EM,,https://www.ipdb.org/machine.cgi?gid=2719&puid=38895
Variety,Bally Manufacturing Corporation,"June, 1939",1,EM,,https://www.ipdb.org/machine.cgi?gid=2720&puid=38895
Varkon,"Williams Electronics, Incorporated","September, 1982",2,SS,Fantasy,https://www.ipdb.org/machine.cgi?gid=2721&puid=38895
Varsity,D. Gottlieb & Company,"October, 1935",1,EM,,https://www.ipdb.org/machine.cgi?gid=2722&puid=38895
Vector,Bally Manufacturing Corporation,"February, 1982",4,SS,Fantasy - Sports,https://www.ipdb.org/machine.cgi?gid=2723&puid=38895
Vedette,Unknown Manufacturer,,1,ME,Boats - Nautical - Sailing,https://www.ipdb.org/machine.cgi?gid=6501&puid=38895
Vee-A-Lite,Frees Bros.,,1,EM,,https://www.ipdb.org/machine.cgi?gid=6253&puid=38895
Vegas,"Taito do Brasil, a division of Taito, Japan",,4,SS,Gambling,https://www.ipdb.org/machine.cgi?gid=4575&puid=38895
Vegas,Unknown Manufacturer,,4,EM,American Places - Gambling,https://www.ipdb.org/machine.cgi?gid=6467&puid=38895
Vegas,Premier Technology,"July, 1990",4,SS,Gambling,https://www.ipdb.org/machine.cgi?gid=2724&puid=38895
Vegas,"Game Plan, Incorporated","August, 1979",4,SS,Gambling,https://www.ipdb.org/machine.cgi?gid=2725&puid=38895
Velocity Ball,Pinstar,"April, 1986",4,SS,,https://www.ipdb.org/machine.cgi?gid=3302&puid=38895
Velvet,J. H. Keeney and Company Incorporated,27-Jun-36,1,EM,,https://www.ipdb.org/machine.cgi?gid=2727&puid=38895
Vemco Special,The Vending Machine Company,1934,1,ME,,https://www.ipdb.org/machine.cgi?gid=6005&puid=38895
Vemco Special,The Vending Machine Company,,1,EM,,https://www.ipdb.org/machine.cgi?gid=6006&puid=38895
Vend-A-Gift,Unknown Manufacturer,1935,1,,,https://www.ipdb.org/machine.cgi?gid=5578&puid=38895
Venice,Bally Manufacturing Corporation,,1,EM,World Places,https://www.ipdb.org/machine.cgi?gid=3295&puid=38895
Venus,Chicago Coin Machine Manufacturing Company,29-Oct-41,1,EM,Sailing - Swimming - Women,https://www.ipdb.org/machine.cgi?gid=2728&puid=38895
Venus,J. H. Keeney and Company Incorporated,"January, 1963",1,EM,,https://www.ipdb.org/machine.cgi?gid=3300&puid=38895
Venus,Bally Manufacturing Corporation,,1,EM,,https://www.ipdb.org/machine.cgi?gid=3883&puid=38895
Venus,Renov' Automatic - Jolux,1969,4,EM,Outer Space - Science Fiction - Space Exploration,https://www.ipdb.org/machine.cgi?gid=3951&puid=38895
Venus 5,Recreativos Franco,,,,,https://www.ipdb.org/machine.cgi?gid=5956&puid=38895
Verne's World,Spinball S.A.L.,1996,4,SS,Adventure - Fantasy - Fictional,https://www.ipdb.org/machine.cgi?gid=4619&puid=38895
Verspiel Dein Wasser nicht!,,1984,4,SS,Environment,https://www.ipdb.org/machine.cgi?gid=4689&puid=38895
Very Hot Pants,Bally Manufacturing Corporation,,1,EM,Fashion - Modeling,https://www.ipdb.org/machine.cgi?gid=5407&puid=38895
Victorious 1943,Westerhaus Amusement Company,"May, 1943",7,EM,Sports - Horse Racing,https://www.ipdb.org/machine.cgi?gid=2729&puid=38895
Victorious 1944,Westerhaus Amusement Company,"February, 1944",1,EM,,https://www.ipdb.org/machine.cgi?gid=2730&puid=38895
Victorious 1945,Westerhaus Amusement Company,"April, 1945",1,EM,,https://www.ipdb.org/machine.cgi?gid=3299&puid=38895
Victory,Genco Manufacturing Company,"November, 1941",1,EM,War,https://www.ipdb.org/machine.cgi?gid=2731&puid=38895
Victory,Bally Manufacturing Corporation,"May, 1939",1,EM,,https://www.ipdb.org/machine.cgi?gid=2732&puid=38895
Victory,Premier Technology,"October, 1987",4,SS,Auto racing,https://www.ipdb.org/machine.cgi?gid=2733&puid=38895
Victory Ball,O. D. Jennings and Company,"April, 1932",1,ME,,https://www.ipdb.org/machine.cgi?gid=2734&puid=38895
Victory Derby,Bally Manufacturing Corporation,"January, 1946",1,EM,Sports - Horse Racing,https://www.ipdb.org/machine.cgi?gid=2735&puid=38895
Victory Special,Bally Manufacturing Corporation,"January, 1946",1,EM,Sports - Horse Racing,https://www.ipdb.org/machine.cgi?gid=2736&puid=38895
Video Pinball,"Atari, Incorporated",1978,4,SS,,https://www.ipdb.org/machine.cgi?gid=6292&puid=38895
Video Pinball,"Maibesa, S.A.",,2,SS,,https://www.ipdb.org/machine.cgi?gid=6432&puid=38895
Viking,Renov' Automatic - Jolux,1968,2,EM,Norse History,https://www.ipdb.org/machine.cgi?gid=5027&puid=38895
Viking,Bally Manufacturing Corporation,"July, 1980",4,SS,Historical,https://www.ipdb.org/machine.cgi?gid=2737&puid=38895
Viking,Williams Electronic Manufacturing Company,28-Jun-60,2,EM,Norse History,https://www.ipdb.org/machine.cgi?gid=2738&puid=38895
Viking,Playmatic,1970,1,EM,,https://www.ipdb.org/machine.cgi?gid=4485&puid=38895
Viking King,LTD do Brasil Divers?es Eletrìnicas Ltda,,2,SS,Norse History,https://www.ipdb.org/machine.cgi?gid=5895&puid=38895
Vikings,Advertising Posters Company,,,,Adventure - Norse History,https://www.ipdb.org/machine.cgi?gid=5352&puid=38895
Viper,"Stern Electronics, Incorporated","October, 1981",4,SS,,https://www.ipdb.org/machine.cgi?gid=2739&puid=38895
Viper Night Drivin',"Sega Pinball, Incorporated",1998,6,SS,Viper Driving,https://www.ipdb.org/machine.cgi?gid=4359&puid=38895
Virginia,Williams Manufacturing Company,30-Mar-48,1,EM,,https://www.ipdb.org/machine.cgi?gid=2740&puid=38895
Vis-A-Bilt,Pacific Amusement Manufacturing Company,"December, 1934",1,EM,,https://www.ipdb.org/machine.cgi?gid=4204&puid=38895
Vogue,Bally Manufacturing Corporation,"August, 1939",1,EM,,https://www.ipdb.org/machine.cgi?gid=2741&puid=38895
Vogue,Stoner Manufacturing Company,1938,1,EM,,https://www.ipdb.org/machine.cgi?gid=3998&puid=38895
Volcan,Explomatic,,,EM,,https://www.ipdb.org/machine.cgi?gid=5731&puid=38895
Volcano,"Taito do Brasil, a division of Taito, Japan",,4,SS,,https://www.ipdb.org/machine.cgi?gid=4578&puid=38895
Volcano,"D. Gottlieb & Company, a Columbia Pictures Industries Company","September, 1981",4,SS,Fantasy,https://www.ipdb.org/machine.cgi?gid=2742&puid=38895
Voläe,Europlay,1977,1,EM,Sports - Tennis,https://www.ipdb.org/machine.cgi?gid=5449&puid=38895
Volley,"Taito do Brasil, a division of Taito, Japan",,4,SS,Sports - Volleyball,https://www.ipdb.org/machine.cgi?gid=5494&puid=38895
Volley,D. Gottlieb & Company,"October, 1976",1,EM,Sports - Tennis,https://www.ipdb.org/machine.cgi?gid=2743&puid=38895
Volley Ball,"Etablissement Marchant, S.A.",1950,1,EM,Sports - Volleyball,https://www.ipdb.org/machine.cgi?gid=4461&puid=38895
Voltan Escapes Cosmic Doom,Bally Manufacturing Corporation,"February, 1979",4,SS,Fantasy,https://www.ipdb.org/machine.cgi?gid=2744&puid=38895
Vortex,"Taito do Brasil, a division of Taito, Japan",1983,4,SS,Fantasy,https://www.ipdb.org/machine.cgi?gid=4576&puid=38895
Vulcan,"D. Gottlieb & Company, a Columbia Pictures Industries Company","October, 1977",4,EM,Roman Mythology,https://www.ipdb.org/machine.cgi?gid=2745&puid=38895
Vulcan IV,Rowamet Ind£stria Eletrometal£rgica LTDA,1982,4,SS,Mythology,https://www.ipdb.org/machine.cgi?gid=5169&puid=38895
Waghter's Parlor Base Ball,Unknown Manufacturer,,1,ME,Sports - Baseball,https://www.ipdb.org/machine.cgi?gid=5780&puid=38895
Wagon Train,D. Gottlieb & Company,"April, 1960",1,EM,American West,https://www.ipdb.org/machine.cgi?gid=2746&puid=38895
Wagon Train,Alben,1960,1,EM,,https://www.ipdb.org/machine.cgi?gid=3319&puid=38895
Wagon Wheels,United Manufacturing Company,"February, 1945",1,EM,American History - American West,https://www.ipdb.org/machine.cgi?gid=2747&puid=38895
Wahoo,C. F. Eckhart & Company,"August, 1933",1,ME,,https://www.ipdb.org/machine.cgi?gid=2748&puid=38895
Walk 'N The Ball,Pinstar,1985,,SS,,https://www.ipdb.org/machine.cgi?gid=6053&puid=38895
Walkyria,Joctronic Juegos Electronicos S.A.,,4,SS,,https://www.ipdb.org/machine.cgi?gid=5556&puid=38895
Wall Street,O. D. Jennings and Company,"November, 1935",1,EM,,https://www.ipdb.org/machine.cgi?gid=2750&puid=38895
Wall Street,Bally Manufacturing Corporation,,1,EM,,https://www.ipdb.org/machine.cgi?gid=3323&puid=38895
Wall Street (Spain),Bally Manufacturing Corporation,,1,EM,,https://www.ipdb.org/machine.cgi?gid=6527&puid=38895
Wall Street Special (Spain),Bally Manufacturing Corporation,,1,SS,,https://www.ipdb.org/machine.cgi?gid=6127&puid=38895
Wampum-Bank,Sunnisam Games Company,"June, 1932",1,ME,,https://www.ipdb.org/machine.cgi?gid=2751&puid=38895
Wang Poo,Richwine and Company,"June, 1932",1,ME,,https://www.ipdb.org/machine.cgi?gid=2752&puid=38895
Wanghe,Wanghe Mfg. Co.,,1,ME,,https://www.ipdb.org/machine.cgi?gid=6277&puid=38895
War,"Viza Mfg., Inc.",,2,EM,Fantasy - War,https://www.ipdb.org/machine.cgi?gid=6337&puid=38895
War,"Viza Mfg., Inc.","October, 1978",2,SS,,https://www.ipdb.org/machine.cgi?gid=2753&puid=38895
War Admiral,Bell Products Company,"September, 1943",1,EM,,https://www.ipdb.org/machine.cgi?gid=3851&puid=38895
War Admiral,Sullivan-Nolan Advertising Company [WWII Conversions Only],"January, 1943",1,EM,,https://www.ipdb.org/machine.cgi?gid=4052&puid=38895
Warlok,"Williams Electronics, Incorporated","October, 1982",4,SS,Fantasy,https://www.ipdb.org/machine.cgi?gid=2754&puid=38895
Warlords,Astro Games Incorporated,,4,SS,Fantasy,https://www.ipdb.org/machine.cgi?gid=5189&puid=38895
Watch My Line,D. Gottlieb & Company,"July, 1951",1,EM,TV Game Show,https://www.ipdb.org/machine.cgi?gid=2755&puid=38895
Waterworld,Premier Technology,"October, 1995",4,SS,Licensed Theme,https://www.ipdb.org/machine.cgi?gid=3793&puid=38895
Wer Bezahlt Die Runde?,T.H. Bergmann & Company,,1,EM,,https://www.ipdb.org/machine.cgi?gid=5746&puid=38895
Wer zahlt die Runde,Siegfried Schumacher,1968,1,EM,,https://www.ipdb.org/machine.cgi?gid=4997&puid=38895
West Bound,Globe Manufacturing Company,"March, 1935",1,ME,,https://www.ipdb.org/machine.cgi?gid=3924&puid=38895
West Club,Rally a.k.a. Rally Play Company,"April, 1967",2,EM,,https://www.ipdb.org/machine.cgi?gid=3601&puid=38895
West Show,A.M.I,1976,1,EM,Western,https://www.ipdb.org/machine.cgi?gid=3737&puid=38895
West Wind,Exhibit Supply Company,"July, 1941",1,EM,Boats - Recreation - Sailing - Water,https://www.ipdb.org/machine.cgi?gid=2756&puid=38895
Western,D. Gottlieb & Company,"October, 1969",2,EM,Western,https://www.ipdb.org/machine.cgi?gid=3574&puid=38895
Western,Dama S.R.L.,1970,1,EM,,https://www.ipdb.org/machine.cgi?gid=4066&puid=38895
Wheel,Maquinas Recreativas Sociedad Anonima,,1,EM,Sports - Auto Racing - Drag Racing - Transportation,https://www.ipdb.org/machine.cgi?gid=4644&puid=38895
Wheel Of Fortune,"Stern Pinball, Incorporated","October, 2007",4,SS,Licensed Theme - Television - Game Show,https://www.ipdb.org/machine.cgi?gid=5254&puid=38895
Wheel of Fortune,Western Equipment & Supply Company,"June, 1936",1,EM,,https://www.ipdb.org/machine.cgi?gid=2757&puid=38895
Wheeler Dealer,"The Henry W.T. Mali & Co., Inc.",1977,1,SS,Motorcycles,https://www.ipdb.org/machine.cgi?gid=4517&puid=38895
Wheels II,Midway Manufacturing Company,"May, 1975",4,EM,,https://www.ipdb.org/machine.cgi?gid=3559&puid=38895
Whiffle,Yohio Manufacturing Company,"March, 1931",1,ME,,https://www.ipdb.org/machine.cgi?gid=5395&puid=38895
Whiffle Bagatelle,"Automatic Industries, Ltd.","November, 1931",1,ME,,https://www.ipdb.org/machine.cgi?gid=4541&puid=38895
Whiffle Board,"Automatic Industries, Incorporated","June, 1931",1,ME,,https://www.ipdb.org/machine.cgi?gid=3552&puid=38895
Whiffle Board Deluxe,"Automatic Industries, Incorporated","July, 1931",1,ME,,https://www.ipdb.org/machine.cgi?gid=5396&puid=38895
Whiffle Delux,"Automatic Industries, Incorporated","May, 1932",1,ME,,https://www.ipdb.org/machine.cgi?gid=5398&puid=38895
Whiffle Game,,"December, 1930",1,ME,,https://www.ipdb.org/machine.cgi?gid=5397&puid=38895
Whiffle-Zip,"Automatic Industries, Incorporated","June, 1932",2,EM,,https://www.ipdb.org/machine.cgi?gid=3558&puid=38895
Whifflette,"Automatic Industries, Incorporated","January, 1932",1,ME,,https://www.ipdb.org/machine.cgi?gid=5264&puid=38895
Whip-It,Wal-Bil Novelty Company,,1,ME,,https://www.ipdb.org/machine.cgi?gid=5761&puid=38895
Whir-Pool,Whirlpool Sales Agency Incorporated,"April, 1932",1,ME,,https://www.ipdb.org/machine.cgi?gid=2766&puid=38895
Whir-Pool Jr.,Whirlpool Sales Agency Incorporated,"April, 1932",1,ME,,https://www.ipdb.org/machine.cgi?gid=5245&puid=38895
Whirl Pool,Exhibit Supply Company,"January, 1935",1,EM,,https://www.ipdb.org/machine.cgi?gid=2759&puid=38895
Whirl-A-Round,Irving Bromberg Company,"May, 1932",1,ME,,https://www.ipdb.org/machine.cgi?gid=3546&puid=38895
Whirl-It,National Automatic Machine Company,"February, 1933",1,ME,,https://www.ipdb.org/machine.cgi?gid=6122&puid=38895
Whirl-Wind,D. Gottlieb & Company,"January, 1958",2,EM,Flamenco Dancing,https://www.ipdb.org/machine.cgi?gid=2760&puid=38895
Whirlaway,Victory Sales Company,"August, 1943",1,EM,,https://www.ipdb.org/machine.cgi?gid=3547&puid=38895
Whirlaway,Roy McGinnis Company,"July, 1943",1,EM,Sports - Horse Racing,https://www.ipdb.org/machine.cgi?gid=3848&puid=38895
Whirligig,Richwine and Company,"June, 1932",1,ME,,https://www.ipdb.org/machine.cgi?gid=2761&puid=38895
Whirligig,Olympic Games Manufacturing Company,1932,1,ME,,https://www.ipdb.org/machine.cgi?gid=5363&puid=38895
Whirlpool,Whirlpool Sales Agency Incorporated,"February, 1932",1,ME,,https://www.ipdb.org/machine.cgi?gid=5416&puid=38895
Whirlpool,"Skilgames, Inc.","February, 1932",1,ME,,https://www.ipdb.org/machine.cgi?gid=2762&puid=38895
Whirlpool Jr.,"Skilgames, Inc.","February, 1932",1,ME,,https://www.ipdb.org/machine.cgi?gid=2763&puid=38895
Whirlpool Jr.,Whirlpool Sales Agency Incorporated,"February, 1932",1,ME,,https://www.ipdb.org/machine.cgi?gid=5417&puid=38895
Whirls Fair,K & F Specialty Company,"May, 1933",1,ME,,https://www.ipdb.org/machine.cgi?gid=2764&puid=38895
Whirlwind,"Williams Electronics Games, Incorporated, a subsidiary of WMS Ind., Incorporated","January, 1990",4,SS,Adventure - Weather,https://www.ipdb.org/machine.cgi?gid=2765&puid=38895
White Force,"Universal de Desarrollos Electronicos, S.A.",1987,4,SS,,https://www.ipdb.org/machine.cgi?gid=4129&puid=38895
White Sails,Bally Manufacturing Corporation,"September, 1939",1,EM,Boats - Recreation - Sailing - Water,https://www.ipdb.org/machine.cgi?gid=2767&puid=38895
White Shark,Bell Coin Matics,1979,4,SS,Sharks - Scuba Diving - Swimming - Water,https://www.ipdb.org/machine.cgi?gid=3555&puid=38895
White Water,"Williams Electronics Games, Incorporated, a subsidiary of WMS Ind., Incorporated","January, 1993",4,SS,"Rafting, Water Sports, Myth and Legend",https://www.ipdb.org/machine.cgi?gid=2768&puid=38895
Whiz Ball,Whiz Ball Manufacturing Company,,1,ME,,https://www.ipdb.org/machine.cgi?gid=5617&puid=38895
Whiz Ball Jack Pot,Whiz Ball Manufacturing Company,"April, 1932",1,ME,,https://www.ipdb.org/machine.cgi?gid=5619&puid=38895
Whiz Ball Jack Pot,Whiz Ball Manufacturing Company,"May, 1932",1,ME,,https://www.ipdb.org/machine.cgi?gid=3550&puid=38895
Whiz Bang,Lincoln Manufacturing Company,1932,1,,,https://www.ipdb.org/machine.cgi?gid=4382&puid=38895
Whiz Kids,Chicago Coin Machine Manufacturing Company,"March, 1952",1,EM,Sports - Basketball,https://www.ipdb.org/machine.cgi?gid=2769&puid=38895
Whiz-Bo,The Whiz-Bo Mfg. Co.,,1,ME,,https://www.ipdb.org/machine.cgi?gid=6220&puid=38895
Whiz-Bowler,"Binks Industries, Inc.","May, 1954",1,ME,Sports - Bowling,https://www.ipdb.org/machine.cgi?gid=5702&puid=38895
Whizz,Genco Manufacturing Company,16-Aug-46,1,EM,,https://www.ipdb.org/machine.cgi?gid=3544&puid=38895
Whizz-Bang (Model A),D. Gottlieb & Company,"April, 1932",1,ME,,https://www.ipdb.org/machine.cgi?gid=4830&puid=38895
Whizz-Bang (Model B),D. Gottlieb & Company,"April, 1932",1,ME,,https://www.ipdb.org/machine.cgi?gid=4831&puid=38895
Whizz-Bang (Model C),D. Gottlieb & Company,"April, 1932",1,ME,,https://www.ipdb.org/machine.cgi?gid=2771&puid=38895
Whizzard,Royal Novelty Company,"April, 1932",1,ME,,https://www.ipdb.org/machine.cgi?gid=2770&puid=38895
WHO dunnit,"Midway Manufacturing Company, a subsidiary of WMS Industries, Incorporated","September, 1995",4,SS,Murder Mystery,https://www.ipdb.org/machine.cgi?gid=3685&puid=38895
Who's Goofy,Ace Novelty Company,"October, 1932",1,ME,,https://www.ipdb.org/machine.cgi?gid=2775&puid=38895
Who's Goofy,Colonial Specialties Company,"December, 1932",1,ME,,https://www.ipdb.org/machine.cgi?gid=5386&puid=38895
Whoa Nellie! Big Juicy Melons?,Whizbang Pinball,"October, 2011",1,SS,Agriculture - Fantasy - Farming - Women,https://www.ipdb.org/machine.cgi?gid=5863&puid=38895
Whoa Nellie! Big Juicy Melons?,"Stern Pinball, Incorporated","March, 2015",4,SS,Agriculture - Fantasy - Farming - Women,https://www.ipdb.org/machine.cgi?gid=6252&puid=38895
Whoopee,Williams Electronic Manufacturing Company,14-Oct-64,4,EM,Happiness - Circus/Carnival,https://www.ipdb.org/machine.cgi?gid=2772&puid=38895
Whoopee Ball,Unknown Manufacturer,1931,1,ME,,https://www.ipdb.org/machine.cgi?gid=5726&puid=38895
Whoopee Game,In and Outdoor Games Company,1932,1,ME,,https://www.ipdb.org/machine.cgi?gid=5797&puid=38895
Whoopee Game,In and Outdoor Games Company,"March, 1931",1,ME,,https://www.ipdb.org/machine.cgi?gid=2774&puid=38895
Widget,Widget Manufacturing Company,"June, 1931",1,ME,,https://www.ipdb.org/machine.cgi?gid=3548&puid=38895
Wiggly,Penn-Ohio Games Company,,1,ME,,https://www.ipdb.org/machine.cgi?gid=4659&puid=38895
Wild Boy,Bensa,1974,1,EM,,https://www.ipdb.org/machine.cgi?gid=4063&puid=38895
Wild Card,"Williams Electronics, Incorporated","October, 1977",1,EM,American West - Cards/Gambling,https://www.ipdb.org/machine.cgi?gid=2778&puid=38895
Wild Cargo,J. H. Keeney and Company Incorporated,"September, 1934",1,ME,,https://www.ipdb.org/machine.cgi?gid=2779&puid=38895
Wild Cargo,Lindstrom Tool and Toy Company,1933,1,ME,,https://www.ipdb.org/machine.cgi?gid=4807&puid=38895
