Name,Orig Name,IPDB ID,Manufacturer,Date Manufactured,Players,Type,Theme
Space Team,Space Team,3258,Tecnoplay,1988,6,SS,
Space Time,Space Time,2262,Bally Manufacturing Corporation,"September, 1972",4,EM,Outer Space
Space Time,Space Time,4062,Bensa,1973,1,EM,
Space Train,Space Train,3895,"Maquinas Automaticas Computerizadas, S.A.",1987,4,SS,Outer Space - Fantasy
Space Walk,Space Walk,2263,"D. Gottlieb & Company, a Columbia Pictures Industries Company","March, 1979",2,EM,Outer Space
Space Wars,Space Wars,3973,Unknown Manufacturer,1985,4,SS,
Space Woman,Space Woman,5951,Unknown Manufacturer,,4,SS,Fantasy - Outer Space
Spacelab,Spacelab,2264,"Williams Electronics, Incorporated","July, 1974",1,EM,Space Exploration
Spain 82,Spain 82,3266,Playmatic,"October, 1982",4,SS,Sports - Football - Futbol - Soccer
Spanish Eyes,Spanish Eyes,2265,"Williams Electronics, Incorporated",24-Mar-72,1,EM,Dancing - Music - Women - World Places
Spanish Eyes,Spanish Eyes,3265,Segasa,1973,1,EM,
Spark Plugs,Spark Plugs,2267,Williams Manufacturing Company,11-Sep-51,1,EM,Sports - Horse Racing
Spark-O-Lite,Spark-O-Lite,4175,Bally Manufacturing Corporation,1936,1,EM,
Sparky,Sparky,2268,Stoner Manufacturing Company,"February, 1941",1,EM,
Sparkz,Sparkz,6522,Bally Manufacturing Corporation,,4,SS,
Speakeasy,Speakeasy,2269,Playmatic,"May, 1977",4,EM,American History - Cards/Gambling
Speakeasy,Speakeasy,2270,Bally Manufacturing Corporation,"August, 1982",2,SS,American History
Speakeasy 4,Speakeasy 4,4342,Bally Manufacturing Corporation,,4,SS,American History
Special,Special,3268,Mills Novelty Company,1936,1,EM,
Special Deluxe Baseball,Special Deluxe Baseball,3046,Williams Manufacturing Company,"February, 1954",1,EM,Sports - Baseball
Special Entry,Special Entry,2271,Bally Manufacturing Corporation,"February, 1947",1,EM,Sports - Horse Racing
Special Entry 1948,Special Entry 1948,5570,Bally Manufacturing Corporation,1948,1,EM,Sports - Horse Racing
Special Force,Special Force,2272,Bally Midway Manufacturing Company,"September, 1986",4,SS,
Special Force Girls,Special Force Girls,3270,Bally Wulff,"August, 1986",4,SS,
Special Marble (Horseshoe Board),Special Marble (Horseshoe Board),5980,A.B.T. Manufacturing Company,1933,1,ME,
Special Marble (No Horseshoe),Special Marble (No Horseshoe),5981,A.B.T. Manufacturing Company,1933,1,ME,
Special-Jax,Special-Jax,3361,A.B.T. Manufacturing Company,"June, 1933",1,ME,
Spectra IV,Spectra IV,2273,"The Valley Company, Subsidiary of Walter Kidde & Company, Incorporated","April, 1978",4,SS,
Spectrum,Spectrum,2274,Bally Manufacturing Corporation,"June, 1982",4,SS,Fantasy
Speed,Speed,2275,"Daval Mfg Company Incorporated, G.B.","October, 1937",1,EM,
Speed Ball,Speed Ball,2276,Bally Manufacturing Corporation,"June, 1941",1,EM,Sports - Baseball
Speed Demon,Speed Demon,2278,J. H. Keeney and Company Incorporated,"August, 1940",1,EM,Water Sports
Speed King,Speed King,2279,D. Gottlieb & Company,"November, 1936",1,EM,Railroad - Trains - Travel
Speed King,Speed King,4757,King Game Factories,1932,1,ME,
Speed Rush,Speed Rush,4125,Playmec,1975,1,EM,Rollercoasters
Speed Test,Speed Test,4589,"Taito do Brasil, a division of Taito, Japan",,4,SS,Sports - Auto Racing
Speed Way,Speed Way,2281,Williams Manufacturing Company,1-Sep-48,1,EM,Sports - Auto Racing
Speed-Ball,Speed-Ball,2277,World Manufacturing Company,"February, 1932",1,ME,
Speedboat,Speedboat,4333,A.B.T. Manufacturing Company,"March, 1936",1,EM,
Speedway,Speedway,2282,D. Gottlieb & Company,"September, 1933",1,ME,Sports - Auto Racing
Speedway,Speedway,3438,J. H. Keeney and Company Incorporated,"August, 1940",1,EM,Sports - Auto Racing
Speedway,Speedway,4932,D. Gottlieb & Company,"October, 1933",1,ME,Sports - Auto Racing
Speedy,Speedy,2283,Exhibit Supply Company,"March, 1939",1,EM,
Spellbinder,Spellbinder,3727,"Williams Electronics, Incorporated","October, 1982",2,SS,Fantasy and Myth
Spellbound,Spellbound,2284,Chicago Coin Machine Manufacturing Company,22-May-46,1,EM,Water Sports - Happiness
Spelling Bee,Spelling Bee,4385,L & R Manufacturing Company,"June, 1935",1,EM,Education - School
Spelling Bee,Spelling Bee,6299,Williams Electronic Manufacturing Company,,1,EM,
Spelling-Bee,Spelling-Bee,5791,Bally Manufacturing Corporation,1956,1,EM,
Spider,Spider,4404,Dama S.R.L.,1970,1,EM,Space Exploration
Spider Ball,Spider Ball,5909,Unknown Manufacturer,,1,ME,
Spider-Man (Home Edition),Spider-Man (Home Edition),6438,"Stern Pinball, Incorporated","November, 2016",4,SS,Licensed - Comics - Superheroes
Spider-Man (Vault Edition),Spider-Man (Vault Edition),6328,"Stern Pinball, Incorporated",2016,4,SS,Licensed - Comics - Superheroes
Spider-Manô,Spider-Man?,5237,"Stern Pinball, Incorporated","June, 2007",4,SS,Licensed - Comics - Superheroes
Spider-Manô (Black Suited),Spider-Man? (Black Suited),5650,"Stern Pinball, Incorporated",2007,4,SS,Licensed - Comics - Superheroes
Spin Out,Spin Out,5801,Maquinas Recreativas Sociedad Anonima,,1,EM,Sports - Auto Racing
Spin Out,Spin Out,2286,D. Gottlieb & Company,"July, 1975",1,EM,Sports - Auto Racing
Spin Wheel,Spin Wheel,2287,D. Gottlieb & Company,"March, 1968",4,EM,Happiness - Games
Spin-A-Card,Spin-A-Card,2288,D. Gottlieb & Company,"January, 1969",1,EM,Cards/Gambling
Spin-a-Card,Spin-a-Card,4121,Procedimientos ElectromagnÈticos de Tanteo y Color,1969,1,EM,Cards/Gambling
Spin-A-Way,Spin-A-Way,4930,Lindstrom Tool and Toy Company,1934,1,ME,
Spinball,Spinball,2289,Chicago Coin Machine Manufacturing Company,24-May-48,1,EM,Hawaii - Music - Dancing
Spinner,Spinner,2290,"Daval Mfg Company Incorporated, G.B.","December, 1938",1,EM,
Spinner,Spinner,3460,Bally Manufacturing Corporation,,4,EM,
Spinner,Spinner,4158,Bally Manufacturing Corporation,1935,1,EM,
Spinner,Spinner,4188,Bally Manufacturing Corporation,1936,1,EM,
Spinning Reels,Spinning Reels,2291,Mills Novelty Company,1940,1,EM,
Spinning Wheel,Spinning Wheel,4438,The International Automatic Company,,,,
Spinning Wheel,Spinning Wheel,6402,Talleres del Llobregat S.A. [Automaticos],,1,EM,
Spirit,Spirit,2292,"D. Gottlieb & Company, a Columbia Pictures Industries Company","November, 1982",4,SS,Supernatural
Spirit of '76,Spirit of '76,6510,Bally Manufacturing Corporation,,4,EM,American History
Spirit of 76,Spirit of 76,2293,D. Gottlieb & Company,"December, 1975",4,EM,Historical
Spirit of 76,Spirit of 76,2294,"Mirco Games, Incorporated","October, 1975",2,SS,American Bicentennial
Spirit of America,Spirit of America,4972,Shyvers Manufacturing Company,"September, 1933",1,,
Spit Fire,Spit Fire,2295,Genco Manufacturing Company,"August, 1935",1,EM,
Spitfire,Spitfire,2296,Williams Manufacturing Company,12-Dec-54,1,EM,Western
Spitfire,Spitfire,3728,"Williams Electronics Games, Incorporated, a subsidiary of WMS Ind., Incorporated","November, 1986",4,SS,
Splash,Splash,3461,Genco Manufacturing Company,"July, 1938",1,EM,Boating - Fishing - Recreation
Split Second,Split Second,2297,"Stern Electronics, Incorporated","August, 1981",4,SS,Happiness - Circus/Carnival
Split Second,Split Second,3463,Coincraft Corporation,"August, 1935",1,EM,
Spokes,Spokes,3464,Chicago Coin Machine Manufacturing Company,23-Aug-38,1,EM,
SpongeBob SquarePants Soccer Shot Pinball,SpongeBob SquarePants Soccer Shot Pinball,5509,21st Century Entertainment,,4,SS,Licensed theme
Spoofus,Spoofus,5457,Northwest Coin Machine Company,"September, 1932",1,ME,
Spooksville,Spooksville,2298,"Allied Leisure Industries, Incorporated",1973,1,EM,Supernatural - Haunted Cemetery - Ghosts - Zombies
Spooky,Spooky,3459,Zaccaria,"April, 1987",4,SS,Supernatural - Haunted Cemetery - Ghosts - Zombies
Sport,Sport,5104,Unknown Manufacturer,,4,EM,Sports
Sport Ball,Sport Ball,5781,E. Hood and Company,,1,ME,
Sport Event,Sport Event,3467,Bally Manufacturing Corporation,"April, 1940",1,EM,
Sport King,Sport King,2299,Bally Manufacturing Corporation,"February, 1940",1,EM,Sports - Horse Racing
Sport Page,Sport Page,2300,Bally Manufacturing Corporation,"February, 1938",1,EM,
Sport Special,Sport Special,2302,Bally Manufacturing Corporation,"February, 1940",1,EM,Sports - Horse Racing
Sport-Ball-Automat,Sport-Ball-Automat,6241,West & Rosenkranz,"August, 1933",1,ME,
Sport-Parade,Sport-Parade,2301,Chicago Coin Machine Manufacturing Company,30-Dec-40,1,EM,Sports - Snow Skiing
Sportland,Sportland,2303,O. D. Jennings and Company,"January, 1936",1,EM,
Sports,Sports,2304,Chicago Coin Machine Manufacturing Company,29-Jul-39,1,EM,Sports
Sports,Sports,3466,Chicago Coin Machine Manufacturing Company,27-Jul-39,1,EM,Sports
Sports Parade,Sports Parade,3469,D. Gottlieb & Company,"January, 1937",1,EM,Sports
Sportsman,Sportsman,2305,O. D. Jennings and Company,"February, 1934",1,EM,Sports - Hunting
Sportsman,Sportsman,2306,Williams Manufacturing Company,11-Feb-52,1,EM,Sports - Hunting
Sportsman,Sportsman,2307,Genco Manufacturing Company,23-Feb-51,1,EM,
Sportsman,Sportsman,2308,Bell Products Company,"August, 1943",1,EM,
Sportsman,Sportsman,5391,O. D. Jennings and Company,"May, 1935",1,EM,Sports - Hunting
Sportsman De Luxe,Sportsman De Luxe,3473,O. D. Jennings and Company,"April, 1937",1,EM,Sports - Hunting
Sportsman Roll,Sportsman Roll,5436,Square Amusement Co.,"March, 1947",1,EM,Sports - Hunting
Sporty,Sporty,2310,Chicago Coin Machine Manufacturing Company,26-Apr-40,1,EM,Sports - Archery - Baseball - Golf - Sailing - Swimming - Tennis
Spot A Ball,Spot A Ball,2311,"Hercules Novelty Company, Incorporated","January, 1932",1,ME,
Spot Bowler,Spot Bowler,2313,D. Gottlieb & Company,"October, 1950",1,EM,Sports - Bowling
Spot Pool,Spot Pool,2315,D. Gottlieb & Company,"August, 1941",1,EM,Billiards
Spot Pool,Spot Pool,2316,D. Gottlieb & Company,"March, 1976",1,EM,Billiards
Spot Pool,Spot Pool,3456,D. Gottlieb & Company,"December, 1955",1,EM,Billiards
Spot-A-Card,Spot-A-Card,2317,D. Gottlieb & Company,"November, 1941",1,EM,
Spot-A-Card,Spot-A-Card,2318,D. Gottlieb & Company,"August, 1960",1,EM,Cards - Gambling
Spot-Ball,Spot-Ball,2312,In and Outdoor Games Company,"January, 1932",1,ME,
Spot-Cha,Spot-Cha,2319,Rex Manufacturing,"February, 1945",1,EM,
Spot-Em,Spot-Em,4856,Bally Manufacturing Corporation,1960,1,EM,
Spot-Lite,Spot-Lite,2320,"Daval Mfg Company Incorporated, G.B.","May, 1935",1,EM,
Spot-Lite,Spot-Lite,2321,Bally Manufacturing Corporation,,1,EM,Sports - Ice Skating
Spot-Lite,Spot-Lite,2322,D. Gottlieb & Company,"February, 1937",1,EM,
Spot-Pool,Spot-Pool,3457,Williams Electronic Manufacturing Company,10-Feb-59,1,EM,Billiards
Spottem,Spottem,2323,Bally Manufacturing Corporation,"February, 1939",1,EM,
Spring Ball,Spring Ball,4208,J. H. Keeney and Company Incorporated,1934,1,ME,
Spring Break,Spring Break,2324,Premier Technology,"April, 1987",4,SS,Aquatic Fun - Happiness
Spring Fever,Spring Fever,5019,Talleres del Llobregat S.A. [Automaticos],,1,EM,Camping - Happiness - People - Recreation - Traveling
Spring Time,Spring Time,3754,D. Gottlieb & Company,"February, 1950",1,EM,
Springtime,Springtime,2325,Chicago Coin Machine Manufacturing Company,16-Feb-37,1,EM,
Springtime,Springtime,2326,Genco Manufacturing Company,"March, 1952",1,EM,
Sprint,Sprint,2327,Bally Manufacturing Corporation,"July, 1937",1,EM,Sports - Running - Track
Sprint,Sprint,5814,Maquinas Recreativas Sociedad Anonima,,2,EM,Slot Car Racing
Sprint Girl,Sprint Girl,4378,A.M.I,1976,1,,
Spry-Ball,Spry-Ball,5479,"Midland Components, Ltd.","February, 1933",1,ME,
Spy Hunter,Spy Hunter,2328,Bally Midway Manufacturing Company,"October, 1984",4,SS,Adventure
Squadron,Squadron,2329,Rock-ola Manufacturing Corporation,"September, 1935",1,EM,
Squadron,Squadron,4655,Bally Manufacturing Corporation,1938,1,EM,Naval Warfare
Square Head,Square Head,2330,D. Gottlieb & Company,"June, 1963",1,EM,Tic-Tac-Toe
Squirly,Squirly,2331,Atlas Manufacturing Company,"September, 1932",1,ME,
SSE,SSE,6285,Williams Manufacturing Company,,1,EM,Sports - Baseball
St. Louis,St. Louis,2409,Williams Manufacturing Company,18-Feb-49,1,EM,American Places
St. Moritz,St. Moritz,2410,Chicago Coin Machine Manufacturing Company,11-Nov-38,1,EM,World Places - Sports - Snow Sports - Happiness - Recreation
St. Moritz Alps,St. Moritz Alps,64,Chicago Coin Machine Manufacturing Company,18-Nov-38,1,EM,
Stable Mate,Stable Mate,2332,J. H. Keeney and Company Incorporated,"November, 1938",1,EM,Sports - Horse Racing
Stadium,Stadium,2334,Como Manufacturing Corp.,"June, 1951",1,EM,Sports - Football
Stadium,Stadium,2335,Stoner Manufacturing Company,"November, 1937",1,EM,
Stadium,Stadium,3893,Chicago Coin Machine Manufacturing Company,"June, 1951",1,EM,
Stage Coach,Stage Coach,2336,Chicago Coin Machine Manufacturing Company,27-Jun-68,4,EM,Western
Stage Coach,Stage Coach,2337,D. Gottlieb & Company,"November, 1954",1,EM,American West
Stage Door Canteen,Stage Door Canteen,2338,D. Gottlieb & Company,"November, 1945",1,EM,Dancing - Girls - Happiness - Music - Nightlife - Women
Stampede,Stampede,2339,Chicago Coin Machine Manufacturing Company,"February, 1977",2,EM,American West
Stampede,Stampede,2340,Rock-ola Manufacturing Corporation,"August, 1935",1,EM,
Stampede,Stampede,5232,"Stern Electronics, Incorporated","February, 1977",2,EM,American West
Standard,Standard,4840,Standard Manufacturing Company,"February, 1933",1,ME,
Standard,Standard,2341,Exhibit Supply Company,"December, 1935",1,EM,
Star,Star,6321,Renov' Automatic - Jolux,,4,EM,Music - Singing - Girls - Women
Star Action,Star Action,2342,"Williams Electronics, Incorporated","January, 1974",1,EM,Show Business
Star Attraction,Star Attraction,2343,Chicago Coin Machine Manufacturing Company,13-Aug-41,1,EM,
Star Ball,Star Ball,5665,Unknown Manufacturer,,1,ME,
Star Baseball,Star Baseball,5058,Williams Manufacturing Company,"June, 1953",1,EM,Sports - Baseball
Star Battle,Star Battle,4816,Diverama,,2,SS,Outer Space - Science Fiction - Space Fantasy
Star Battle,Star Battle,5733,Coffee-Mat Amusement Division,,2,SS,Outer Space - Space Fantasy
Star Battle,Star Battle,2344,Century Consolidated Industries Company,"March, 1978",2,SS,
Star Continental 2000,Star Continental 2000,5851,SIRMO Games S.A.,,1,SS,
Star Dust,Star Dust,3506,United Manufacturing Company,"December, 1948",1,EM,
Star Explorer,Star Explorer,2345,Sentinel Inc.,1977,1,SS,Outer Space - Space Fantasy
Star Explorer,Star Explorer,5771,"Phillips Electronics, Ltd.",,1,SS,
Star Fighter,Star Fighter,3729,"Williams Electronics, Incorporated","December, 1983",,SS,
Star Fire,Star Fire,3453,Playmatic,1985,4,SS,
Star FLIPP,Star FLIPP,5897,Unknown Manufacturer,,1,SS,
Star FLIPP evasion,Star FLIPP evasion,5200,Unknown Manufacturer,,1,SS,
Star Foot,Star Foot,4976,Satem,1964,2,EM,Sports - Football - Soccer
Star Galaxy,Star Galaxy,5646,"Science Tech, trademark of Bowen Hill Ltd.",2007,2,SS,Outer Space
Star Gazer,Star Gazer,2346,"Stern Electronics, Incorporated","August, 1980",4,SS,Horoscope - Astrology
Star God,Star God,3458,Zaccaria,"May, 1980",4,SS,Fantasy
Star Guard,Star Guard,4424,Proma,"April, 1985",4,SS,
Star King,Star King,5193,MM Computer Games,,4,SS,Outer Space - Fantasy
Star Light,Star Light,2362,"Williams Electronics, Incorporated","June, 1984",4,SS,Outer Space - Fantasy - Wizardry
Star Lite,Star Lite,2348,Exhibit Supply Company,"January, 1935",1,EM,
Star Lite,Star Lite,2349,Exhibit Supply Company,"November, 1947",1,EM,Hollywood Glamour
Star Lite,Star Lite,3480,Exhibit Supply Company,"August, 1940",1,EM,
Star Lite,Star Lite,4307,Automatic Engineering Corporation,"June, 1935",1,EM,
Star New Turbo 2000,Star New Turbo 2000,5850,SIRMO Games S.A.,,1,SS,
Star Play,Star Play,2350,A & M Vending Machine Company,"September, 1932",1,ME,
Star Pool,Star Pool,2351,Williams Manufacturing Company,20-Jul-54,1,EM,Billiards
Star Pool,Star Pool,2352,"Williams Electronics, Incorporated",5-Dec-74,4,EM,Billiards
Star Race,Star Race,2353,"D. Gottlieb & Company, a Columbia Pictures Industries Company","October, 1980",4,SS,
Star Series,Star Series,3497,Williams Manufacturing Company,"January, 1949",1,EM,Sports - Baseball
Star Ship,Star Ship,3498,Bally Manufacturing Corporation,,2,EM,Outer Space
Star Shooter,Star Shooter,3500,"Allied Leisure Industries, Incorporated","December, 1979",4,SS,Carnival - Shooting Gallery
Star Shooter,Star Shooter,5141,"Bay-Tek Games, Incorporated",,1,,
Star Slugger,Star Slugger,3502,United Manufacturing Company,"July, 1955",2,EM,Sports - Baseball
Star Super Slugger,Star Super Slugger,4737,United Manufacturing Company,1955,2,EM,Sports - Baseball
Star Trek,Star Trek,2354,D. Gottlieb & Company,"March, 1971",1,EM,Outer Space - Fantasy
Star Trek,Star Trek,2355,Bally Manufacturing Corporation,"April, 1979",4,SS,Licensed Theme - Outer Space
Star Trek,Star Trek,2356,"Data East Pinball, Incorporated","October, 1991",4,SS,Outer Space - Licensed Theme
Star Trek (Enterprise Limited Edition),Star Trek (Enterprise Limited Edition),6046,"Stern Pinball, Incorporated","January, 2013",4,SS,Licensed Theme - Outer Space - Science Fiction - Space Fantasy
Star Trek (Starfleet Pro),Star Trek (Starfleet Pro),6044,"Stern Pinball, Incorporated",2013,4,SS,Licensed Theme - Outer Space - Science Fiction - Space Fantasy
Star Trek (Vengeance Premium),Star Trek (Vengeance Premium),6045,"Stern Pinball, Incorporated","December, 2013",4,SS,Licensed Theme - Outer Space - Science Fiction - Space Fantasy
Star Trek: The Next Generation,Star Trek: The Next Generation,2357,"Williams Electronics Games, Incorporated, a subsidiary of WMS Ind., Incorporated","November, 1993",4,SS,Licensed Theme - Outer Space
Star Trip,Star Trip,3605,"Game Plan, Incorporated","April, 1979",4,SS,Outer Space
Star Wars,Star Wars,2358,"Data East Pinball, Incorporated",15-Oct-92,4,SS,Outer Space
Star Wars,Star Wars,4513,Segasa d.b.a. Sonic,1987,4,SS,Outer Space - Science Fiction - Space Fantasy
Star Wars (Premium),Star Wars (Premium),6429,"Stern Pinball, Incorporated","August, 2017",4,SS,Licensed Theme - Fantasy - Outer Space - Science Fiction
Star Wars (Pro),Star Wars (Pro),6428,"Stern Pinball, Incorporated","June, 2017",4,SS,Licensed Theme - Fantasy - Outer Space - Science Fiction
Star Wars Episode I,Star Wars Episode I,4458,"Williams Electronics Games, Incorporated, a subsidiary of WMS Ind., Incorporated","June, 1999",4,SS,Outer Space - Licensed Theme
Star Wars Limited Edition,Star Wars Limited Edition,6430,"Stern Pinball, Incorporated","August, 2017",4,SS,Licensed Theme - Fantasy - Outer Space - Science Fiction
Star Wars Trilogy,Star Wars Trilogy,4054,"Sega Pinball, Incorporated",3-Mar-97,6,SS,Licensed - Outer Space
Star's Phoenix,Star's Phoenix,4509,Zaccaria,"July, 1987",4,SS,Gambling - Dice
Star-Flite,Star-Flite,4979,Segasa d.b.a. Sonic,1975,1,EM,Aircraft - Aviation
Star-Jet,Star-Jet,2347,Bally Manufacturing Corporation,"December, 1963",2,EM,Outer Space - Fantasy
Stardust,Stardust,2359,"Williams Electronics, Incorporated",14-Oct-71,4,EM,Happiness - Dancing
Stardust,Stardust,3493,United Manufacturing Company,"February, 1956",1,EM,
Starette,Starette,6170,Unknown Manufacturer,1933,1,ME,
Starfire,Starfire,2360,Williams Manufacturing Company,18-Sep-56,1,EM,
Stargate,Stargate,2847,Premier Technology,"March, 1995",4,SS,Outer Space - Myth and Legend
Starlet,Starlet,2361,United Manufacturing Company,"December, 1955",1,EM,
Starlight,Starlight,3868,Glickman Industries,"February, 1942",1,EM,
Starlite,Starlite,2363,Williams Manufacturing Company,6-Mar-53,1,EM,Circus/Carnival
Stars,Stars,2364,Exhibit Supply Company,"February, 1941",1,EM,Sports - Archery - High Diving - Majorettes - Skating - Swimming - Tennis
Stars,Stars,2365,United Manufacturing Company,"June, 1952",1,EM,
Stars,Stars,2366,"Stern Electronics, Incorporated","March, 1978",4,SS,Outer Space - Space Exploration
Stars,Stars,4243,Genco Manufacturing Company,"June, 1935",1,EM,
Stars Jeep,Stars Jeep,3484,Exhibit Supply Company,"May, 1942",1,EM,
Starship Troopers,Starship Troopers,4341,"Sega Pinball, Incorporated","December, 1997",6,SS,Space - Aliens - Sci-Fi Movie - Licensed Theme
Startime,Startime,3400,J. H. Keeney and Company Incorporated,"October, 1961",1,EM,
State Fair,State Fair,2367,Genco Manufacturing Company,13-Jan-47,1,EM,Sports - Auto Racing - Fair - Carnival
Steeple Chase,Steeple Chase,2369,Exhibit Supply Company,"June, 1932",1,ME,
Steeple Chase,Steeple Chase,2370,United Manufacturing Company,"January, 1952",1,EM,Sports - Horse Racing
Steeple Chase,Steeple Chase,4978,Lindstrom Tool and Toy Company,"April, 1933",1,ME,Sports - Horse Racing
Steeple Chase,Steeple Chase,5553,Lindstrom Tool and Toy Company,1934,1,ME,Sports - Horse Racing
Steeple-Chase,Steeple-Chase,2371,Williams Manufacturing Company,20-Oct-57,1,EM,Sports - Horse Racing
Stella,Stella,5925,Unknown Manufacturer,,1,ME,
Stellar Airship,Stellar Airship,4016,Geiger-Automatenbau GmbH,1979,4,SS,Fantasy - Outer Space
Stellar Wars,Stellar Wars,2372,"Williams Electronics, Incorporated","March, 1979",4,SS,Fantasy - Outer Space - Science Fiction
Step Up,Step Up,2373,Genco Manufacturing Company,"June, 1934",1,ME,
Step-Up,Step-Up,2374,Genco Manufacturing Company,5-Oct-46,1,EM,
Stepper-Upper,Stepper-Upper,3383,J. H. Keeney and Company Incorporated,"November, 1938",1,EM,
Stevo Jackpot,Stevo Jackpot,2375,A. J. Stephens and Company,"June, 1932",1,ME,
Stevo-Ball No. 1,Stevo-Ball No. 1,2376,A. J. Stephens and Company,"February, 1932",1,ME,
Stevo-Ball No. 2,Stevo-Ball No. 2,5209,A. J. Stephens and Company,"March, 1932",1,ME,
Stevo-Ball No. 3,Stevo-Ball No. 3,5210,A. J. Stephens and Company,"April, 1932",1,ME,
Stevo-Ball No. 4,Stevo-Ball No. 4,5211,A. J. Stephens and Company,"April, 1932",1,ME,
Still Crazy,Still Crazy,3730,"Williams Electronics, Incorporated",1984,1,SS,American History - Hillbillies - Rural Living
Stingray,Stingray,2377,"Stern Electronics, Incorporated","December, 1977",4,SS,Scuba Diving - Water Sports
Stock Car,Stock Car,2378,D. Gottlieb & Company,"January, 1970",1,EM,Auto Racing
Stock Exchange,Stock Exchange,2379,"Daval Mfg Company Incorporated, G.B.","February, 1936",1,EM,
Stock Market,Stock Market,2380,Western Equipment & Supply Company,"January, 1936",1,EM,
Stock Market,Stock Market,3389,Bally Manufacturing Corporation,"December, 1961",1,EM,
Stock Market,Stock Market,3392,Bally Manufacturing Corporation,,1,EM,
Stock Market,Stock Market,6526,Bally Manufacturing Corporation,,1,EM,
Stock-Cars,Stock-Cars,6411,Unknown Manufacturer,,1,EM,Sports - Auto Racing
Stockyard,Stockyard,4994,Unknown Manufacturer,,1,ME,Livestock
Stoner's Races,Stoner's Races,1899,Stoner Manufacturing Company,"October, 1937",1,EM,Sports - Horse Racing
Stop 'N' Go,Stop 'N' Go,2386,Williams Electronic Manufacturing Company,10-Aug-64,2,EM,Automobile Travel
Stop and Go,Stop and Go,2383,J. H. Keeney and Company Incorporated,"October, 1936",1,EM,
Stop and Go,Stop and Go,2387,Genco Manufacturing Company,"November, 1938",1,EM,Automobile Travel
Stop and Go,Stop and Go,2388,Genco Manufacturing Company,26-Jan-51,1,EM,Sports - Auto Racing
Stop and Sock,Stop and Sock,2385,D. Gottlieb & Company,"January, 1931",1,ME,
Stop and Sock,Stop and Sock,3394,Northwest Coin Machine Company,"October, 1931",1,ME,Sports - Golf
Stop Ship,Stop Ship,3380,Playmatic,1985,4,SS,
Storm,Storm,3372,Segasa d.b.a. Sonic,1979,4,SS,Fantasy
Stormy,Stormy,2389,Pacific Amusement Manufacturing Company,"August, 1937",1,EM,
Stormy,Stormy,2390,Williams Manufacturing Company,31-Jan-48,1,EM,
Straight Eight,Straight Eight,2391,Chicago Coin Machine Manufacturing Company,10-Mar-36,1,EM,
Straight Flush,Straight Flush,2392,D. Gottlieb & Company,"December, 1957",1,EM,Playing Cards - Poker
Straight Flush,Straight Flush,2393,"Williams Electronics, Incorporated",28-Oct-70,1,EM,Playing Cards - Poker
Straight Shooter,Straight Shooter,2394,D. Gottlieb & Company,"January, 1959",1,EM,Western
Straights,Straights,3365,Chicago Coin Machine Manufacturing Company,10-Mar-36,1,EM,
Strand,Strand,2395,"Daval Mfg Company Incorporated, G.B.",1937,1,EM,Foreign - Happiness - Horses
Strange Science,Strange Science,2396,Bally Midway Manufacturing Company,"November, 1986",4,SS,Fantasy
Strange World,Strange World,2397,"D. Gottlieb & Company, a Columbia Pictures Industries Company","February, 1978",1,EM,Outer Space - Fantasy
Strat-O-Liner,Strat-O-Liner,2399,Chicago Coin Machine Manufacturing Company,20-Nov-40,1,EM,Aircraft - Military
Strato-Flite,Strato-Flite,2398,"Williams Electronics, Incorporated",18-Jul-74,4,EM,Outer Space
Stratosphere,Stratosphere,2400,"International Mutoscope Reel Company, Incorporated","January, 1936",1,EM,
Streamline,Streamline,2401,Bally Manufacturing Corporation,"April, 1934",1,ME,Travel - Railroad
Streamliner,Streamliner,2402,United Manufacturing Company,"February, 1944",1,EM,Travel - Transportation - Trains
Street Fighter II,Street Fighter II,2403,Premier Technology,"March, 1993",4,SS,Martial Arts
Strike,Strike,3363,Zaccaria,"September, 1978",1,SS,Bowling
Strike,Strike,3772,D. Gottlieb & Company,"July, 1957",,EM,
Strike,Strike,4507,Zaccaria,1974,1,EM,Sports - Bowling
Strike,Strike,4784,Renato Montanari Giochi,1973,1,EM,Sports - Bowling
Strike,Strike,5156,Zaccaria,,1,EM,Sports - Bowling
Strike Force,Strike Force,4337,"Williams Electronics Games, Incorporated, a subsidiary of WMS Ind., Incorporated",,4,SS,Military - Warfare
Strike Zone,Strike Zone,2404,"Williams Electronics, Incorporated",11-Sep-70,2,EM,Sports - Bowling
Striker,Striker,2405,"D. Gottlieb & Company, a Columbia Pictures Industries Company","November, 1982",4,SS,Sports - Soccer
Striker,Striker,6313,Playmatic,,1,EM,Sports - Futbol - Soccer
Striker Xtreme,Striker Xtreme,4459,"Stern Pinball, Incorporated","January, 2000",4,SS,Sports - Soccer
Strikes 'N Spares,Strikes 'N Spares,4336,Premier Technology,"October, 1995",4,SS,Bowling
Strikes and Spares,Strikes and Spares,2406,Bally Manufacturing Corporation,"June, 1978",4,SS,Sports - Bowling
Strip Tease,Strip Tease,3750,Unknown Manufacturer,"June, 1945",1,EM,Ecdysiast Entertainment
Strip Tease,Strip Tease,6414,McDonald & Dever,"June, 1948",1,EM,Ecdysiast Entertainment - Dancing - Women
Stripping Funny (1-Table Model),Stripping Funny (1-Table Model),4410,Industria (Electromec·nica) de Recreativos S.A,1974,1,EM,Billiards
