Name,AltName,Manufacturer,ManufacturerShort,Year,Players,Type,Theme,IPDBID
"Deluxe Relay","","D. Gottlieb & Company","Gottlieb","1934","1","EM","","6176"
"Deluxe Short-Stop","","Williams Manufacturing Company","Williams","1958","2","EM","Sports - Baseball","3052"
"Deluxe Special Baseball","","Williams Manufacturing Company","Williams","1953","1","EM","Sports - Baseball","3726"
"Deluxe Super Slugger","","United Manufacturing Company","United Manufacturing Company","1955","2","EM","Sports - Baseball","2442"
"Deluxe Twins","","DeLuxe Amusement Company","DeLuxe Amusement Company","1932","2","ME","","660"
"Deluxe Twins Senior","","DeLuxe Amusement Company","DeLuxe Amusement Company","1933","2","ME","","4009"
"Deluxe Wild Widow","","Carrohart Specialty Company","Carrohart Specialty Company","1933","1","","","5579"
"Deluxe World Series","","Williams Manufacturing Company","Williams","1952","1","EM","Sports - Baseball","4764"
"Demolition Classic","","Briarwood, A Division Of Brunswick Manufacturing Company","Briarwood, A Division Of Brunswick Manufacturing Company","1979","1","SS","Sports - Auto Racing","3054"
"Demolition Man","","Williams Electronics Games, Incorporated, a subsidiary of WMS Ind., Incorporated","Williams","1994","4","SS","Science Fiction - Licensed Theme","662"
"Dennis Lillee's Howzat!","","A. Hankin & Company","A. Hankin & Company","1980","4","SS","Sports - Cricket","3909"
"Derby","","Chicago Coin Machine Manufacturing Company","Chicago Coin","1952","4","EM","Sports - Horse Racing","3053"
"Derby","","A.M.I","A.M.I","1975","1","EM","","3701"
"Derby","","Elettrocoin","Elettrocoin","1970","1","EM","Sports - Horse Racing","4075"
"Derby","","","Unknown","1933","1","ME","Horse Racing","4600"
"Derby","","Centro Matic S.A.","Centro Matic S.A.","","1","EM","Sports - Horse Racing","6002"
"Derby 1941","","Bally Manufacturing Corporation","Bally","1941","1","EM","","922"
"Derby 1947","","Victory Sales Company","Victory Sales Company","1947","1","EM","Sports - Horse Racing","3058"
"Derby Champ","","J. H. Keeney and Company Incorporated","J. H. Keeney and Company Incorporated","1938","1","EM","Sports - Horse Racing","3059"
"Derby Clock","","Western Products, Incorporated","Western Products, Incorporated","1939","1","EM","Sports - Horse Racing","663"
"Derby Dash","","Bromley, Inc.","Bromley, Inc.","1995","4","SS","Sports - Horse Racing","5282"
"Derby Day","","D. Gottlieb & Company","Gottlieb","1956","1","EM","Sports - Horse Racing","664"
"Derby Day","","Artists and Creators Guild Incorporated","Artists and Creators Guild Incorporated","1932","1","ME","Sports - Horse Racing","665"
"Derby Day","","D. Gottlieb & Company","Gottlieb","1936","1","EM","Sports - Horse Racing","666"
"Derby Day","","Williams Electronics, Incorporated","Williams","1967","2","EM","Horse Racing","667"
"Derby Daze","","Sega Pinball, Incorporated","Sega","1997","","SS","Sports - Horse Racing","4460"
"Derby King","","Western Products, Incorporated","Western Products, Incorporated","1938","1","EM","","668"
"Derby King","","Great Lakes Coin Machine Company","Great Lakes Coin Machine Company","1947","1","EM","Sports - Horse Racing","669"
"Derby Roll","","United Manufacturing Company","United Manufacturing Company","1955","2","EM","Sports - Horse Racing","3060"
"Derby Time","","Western Products, Incorporated","Western Products, Incorporated","1938","1","EM","Sports - Horse Racing","3061"
"Derby Winner","","Western Products, Incorporated","Western Products, Incorporated","1941","1","EM","","670"
"Desert Gun","","Midway Manufacturing Company","Midway","1977","1","EM","American West","6375"
"Destroyer","","Bally Manufacturing Corporation","Bally","","4","SS","","6523"
"Destroyer","","Sullivan-Nolan Advertising Company [WWII Conversions Only]","Sullivan-Nolan Advertising Company [WWII Conversions Only]","1943","1","EM","","3831"
"Deuces Wild","","Warren Manufacturing Company","Warren Manufacturing Company","1932","1","ME","","671"
"Deuces Wild","","Irving Kaye Co. Inc.","Irving Kaye Co. Inc.","1958","2","EM","Playing Cards - Poker","6410"
"Deuil James","","","","","1","EM","Fictional Characters - Horror - Myth and Legend - Vampires","5669"
"Devil","","Nordamatic","Nordamatic","1978","1","EM","","3702"
"Devil King","","Tecnoplay","Tecnoplay","1987","4","SS","","3703"
"Devil Riders","","Zaccaria","Zaccaria","1984","4","SS","Stunt motorcycles","672"
"Devil's Dare","","D. Gottlieb & Company, a Columbia Pictures Industries Company","Gottlieb","1982","4","SS","Fantasy","673"
"Devils","","Dama S.R.L.","Dama S.R.L.","1970","1","EM","","4398"
"Dew-Wa-Ditty","","Williams Manufacturing Company","Williams","1948","1","EM","Happiness - Music - Singing","674"
"Dexterity Play","","","Unknown","","1","EM","","4940"
"Dialed In! (Collector’s Edition)","Dialed In!","Jersey Jack Pinball, Inc.","Jersey Jack","2017","4","SS","Disasters - Hero's Journey - Pop Culture","6352"
"Dialed In! (Limited Edition)","Dialed In!","Jersey Jack Pinball, Inc.","Jersey Jack","2017","4","SS","Disasters - Hero's Journey - Pop Culture","6351"
"Dialed In! (Standard Edition)","Dialed In!","Jersey Jack Pinball, Inc.","Jersey Jack","2017","4","SS","Disasters - Hero's Journey - Pop Culture","6350"
"Diamond Ball","","Keeney and Sons","Keeney and Sons","1932","1","ME","","675"
"Diamond Flipper","","Splin S.A.","Splin S.A.","","1","SS","","5869"
"Diamond Flipper Di Lusso","","Splin S.A.","Splin S.A.","","1","SS","","5872"
"Diamond Jack","","D. Gottlieb & Company","Gottlieb","1967","1","EM","Cards/Gambling","676"
"Diamond Jim","","The Henry W.T. Mali & Co., Inc.","The Henry W.T. Mali & Co., Inc.","1977","1","SS","","677"
"Diamond Lady","","Premier Technology","Premier","1988","4","SS","Cards/Gambling","678"
"Diamond Lill","","D. Gottlieb & Company","Gottlieb","1954","1","EM","","679"
"Diamond Mine","","Buckley Manufacturing Company","Buckley Manufacturing Company","1935","1","EM","","4381"
"Diamond Score Pool","","Williams Manufacturing Company","Williams","","2","EM","Billiards","5012"
"Diamond-Flash","","K-A Manufacturing Company","K-A Manufacturing Company","1932","1","ME","","3982"
"Diana","","Rowamet Indústria Eletrometalúrgica LTDA","Rowamet Indústria Eletrometalúrgica LTDA","","2","SS","Fantasy","5488"
"Dice Box","","","","1933","1","ME","Gambling - Dice","5000"
"Dig-A-Star","","Talleres del Llobregat S.A. [Automaticos]","Talleres del Llobregat S.A. [Automaticos]","1966","1","EM","Music - Space Fantasy","4422"
"Dimension","","D. Gottlieb & Company","Gottlieb","1971","1","EM","Outer Space - Fantasy","680"
"dimensional","","Niemer S.A.","Niemer S.A.","","2","SS","","4951"
"Diner","","Williams Electronics Games, Incorporated, a subsidiary of WMS Ind., Incorporated","Williams","1990","4","SS","Happiness - Food","681"
"Ding Dong","","Williams Electronics, Incorporated","Williams","1968","1","EM","Happiness - School","682"
"Dingbat","","A. M. Walzer Company","A. M. Walzer Company","1932","1","ME","Sports - Baseball","5966"
"Dino Turbo","","Geiger-Automatenbau GmbH","Geiger-Automatenbau GmbH","1990","4","SS","Sports - Auto Racing","4493"
"Dinosaur Eggs","","Alvin G. and Company","Alvin G.","1993","1","SS","Dinosaurs","3062"
"Dipsy Doodle","","Williams Electronics, Incorporated","Williams","1970","4","EM","Happiness - Dancing","683"
"Dirty Harry","","Williams Electronics Games, Incorporated, a subsidiary of WMS Ind., Incorporated","Williams","1995","4","SS","Celebrities - Fictional - Licensed Theme","684"
"Disco","","Stern Electronics, Incorporated","Stern","1977","2","EM","Music - Singing - Dancing","685"
"Disco '79","","Allied Leisure Industries, Incorporated","Allied Leisure Industries, Incorporated","1979","4","SS","Dancing","3823"
"Disco Dancing","","LTD do Brasil Diversões Eletrônicas Ltda","LTD do Brasil Diversões Eletrônicas Ltda","","2","SS","Dancing - Happiness - Music - Nightlife","5892"
"Disco Fever","","Williams Electronics, Incorporated","Williams","1978","4","SS","Happiness - Dancing","686"
"Discotek","","Bally Manufacturing Corporation","Bally","1965","2","EM","Happiness - Music - Dancing","687"
"Discovery","","Pacific Amusement Manufacturing Company","Pacific Amusement Manufacturing Company","1935","1","EM","","688"
"Discovery","","Bally Manufacturing Corporation","Bally","1935","1","EM","","4155"
"Disk Jockey","","Williams Manufacturing Company","Williams","1952","1","EM","Happiness - Music - Dancing","689"
"Disney TRON Legacy","","Stern Pinball, Incorporated","Stern","2011","4","SS","Licensed Theme - Science Fiction","5682"
"Disney TRON Legacy (3rd Edition)","Disney TRON Legacy","Stern Pinball, Incorporated","Stern","2012","4","SS","Licensed Theme - Science Fiction","6018"
"Disney TRON Legacy (4th Edition)","Disney TRON Legacy","Stern Pinball, Incorporated","Stern","2013","4","SS","Licensed Theme - Science Fiction","6019"
"Disney TRON Legacy (Limited Edition)","Disney TRON Legacy","Stern Pinball, Incorporated","Stern","2011","4","SS","Licensed Theme - Science Fiction","5707"
"Ditto","","Rock-ola Manufacturing Corporation","Rock-ola Manufacturing Corporation","1936","1","EM","","690"
"Dive Bomber","","","","1942","1","EM","Aircraft - Airplanes - Airports - Aviation - Flying - Warfare","3849"
"Dixie","","Chicago Coin Machine Manufacturing Company","Chicago Coin","1940","1","EM","","691"
"Dixie","","Playmatic","Playmatic","1980","1","SS","","3063"
"Dixieland","","Bally Manufacturing Corporation","Bally","1968","1","EM","American Places - Happiness - Music","692"
"Dixieland","","Bally Manufacturing Corporation","Bally","","1","EM","","3064"
"Dixieland","","SIRMO Games S.A.","SIRMO Games S.A.","1996","1","SS","American Places - Music","5847"
"Do or Don't","","Western Equipment & Supply Company","Western Equipment & Supply Company","1935","1","EM","","693"
"Do Re Me","","Exhibit Supply Company","Exhibit Supply Company","1941","1","EM","","694"
"Doctor Who","","Midway Manufacturing Company, a subsidiary of WMS Industries, Incorporated","Midway","1992","4","SS","Celebrities - Fictional - Licensed Theme","738"
"Dodge City","","D. Gottlieb & Company","Gottlieb","1965","4","EM","American West","695"
"Dogies","","Bally Manufacturing Corporation","Bally","1968","4","EM","American West","696"
"Dogs Race","","Bigliardini Elettronici Milano","Bigliardini Elettronici Milano","","1","EM","Dog Racing","5632"
"Dolly","","Marvel Manufacturing Company","Marvel Manufacturing Company","1947","1","EM","Terpsichorean Entertainment - Girls - Women","697"
"Dolly Parton","","Bally Manufacturing Corporation","Bally","1979","4","SS","Celebrities - Licensed - Music - Singing","698"
"Dolphin","","Chicago Coin Machine Manufacturing Company","Chicago Coin","1974","2","EM","Aquatic Parks","699"
"Domino","","Williams Manufacturing Company","Williams","1952","1","EM","Carnival - Happiness - Music - Dancing","700"
"Domino","","D. Gottlieb & Company","Gottlieb","1968","1","EM","Happiness - Games","701"
"Domino","","Daval Mfg Company Incorporated, G.B.","Daval Mfg Company Incorporated, G.B.","1935","1","EM","","4210"
"Domino","","Maquinas Recreativas Sociedad Anonima","Maquinas Recreativas Sociedad Anonima","","1","EM","","4637"
"Domino","","D. Gottlieb & Company, a Columbia Pictures Industries Company","Gottlieb","","4","SS","Dominoes - Games","5334"
"Domino Bowler","","J. H. Keeney and Company Incorporated","J. H. Keeney and Company Incorporated","1953","6","EM","","702"
"Domino One Ball","","SIRMO Games S.A.","SIRMO Games S.A.","1996","1","SS","","4058"
"Domino One Ball (Large Display)","","SIRMO Games S.A.","SIRMO Games S.A.","1996","1","SS","","6085"
"Domino Roulette","","SIRMO Games S.A.","SIRMO Games S.A.","","1","SS","Casino - Gambling","6093"
"Domino's","","Spooky Pinball LLC","Spooky Pinball LLC","","","SS","Licensed Theme","6418"
"Dona Elvira","","Irmacor","Irmacor","","4","SS","","5736"
"Dona Elvira 2","","Creaciones e Investigaciones Electrónicas, Sociedad Limitada","Creaciones e Investigaciones Electrónicas, Sociedad Limitada","1996","4","SS","","4621"
"Doodle Bug","","Williams Electronics, Incorporated","Williams","1971","1","EM","Dancing - Happiness - Music","703"
"Doozie","","Williams Electronics, Incorporated","Williams","1968","1","EM","Happiness","704"
"Doppelt","","","","","1","ME","","5611"
"Double Action","","Genco Manufacturing Company","Genco Manufacturing Company","1951","1","EM","","706"
"Double Action","","D. Gottlieb & Company","Gottlieb","1958","2","EM","","707"
"Double Barrel","","Bally Manufacturing Corporation","Bally","1947","1","EM","Sports - Hunting","708"
"Double Barrel","","Williams Electronic Manufacturing Company","Williams","1961","2","EM","Western","709"
"Double Crown","","General Automatic Amusements, S.P.R.L.","General Automatic Amusements, S.P.R.L.","","1","SS","","4043"
"Double Feature","","Stoner Manufacturing Company","Stoner Manufacturing Company","1940","1","EM","","710"
"Double Feature","","Bally Manufacturing Corporation","Bally","1939","1","EM","","712"
"Double Feature","","Bally Manufacturing Corporation","Bally","1948","1","EM","","713"
"Double Feature","","Victory Sales Company","Victory Sales Company","1946","1","EM","","714"
"Double Feature","","D. Gottlieb & Company","Gottlieb","1937","1","EM","","715"
"Double Header","","Mills Novelty Company","Mills Novelty Company","1936","1","EM","","716"
"Double Header","","Bally Manufacturing Corporation","Bally","","1","EM","Sports - Baseball - Softball","717"
"Double Nugget","","Les Tasken Company","Les Tasken Company","1936","1","EM","","718"
"Double or Nothing","","Pacific Amusement Manufacturing Company","Pacific Amusement Manufacturing Company","1935","1","EM","","4233"
"Double Play","","Williams Electronic Manufacturing Company","Williams","1965","1","EM","Sports - Baseball","719"
"Double Play","","Exhibit Supply Company","Exhibit Supply Company","1941","1","EM","Sports - Baseball","720"
"Double Play","","Chicago Coin Machine Manufacturing Company","Chicago Coin","1965","1","EM","Sports - Baseball","3067"
"Double Play","","Warren Manufacturing Company","Warren Manufacturing Company","1932","1","","","3981"
"Double Score","","J. H. Keeney and Company Incorporated","J. H. Keeney and Company Incorporated","1936","1","EM","","721"
"Double Score","","","","","1","ME","","5641"
"Double Shuffle","","Charles Marshall Gravatt","Charles Marshall Gravatt","1932","1","ME","","5293"
"Double Shuffle Twins","","Dennard-Williams & Dennard","Dennard-Williams & Dennard","1933","2","ME","","4140"
"Double Track","","Genco Manufacturing Company","Genco Manufacturing Company","1938","2","EM","Auto Racing - Horse Racing","3068"
"Double Treasure","","Daval Mfg Company Incorporated, G.B.","Daval Mfg Company Incorporated, G.B.","1939","1","EM","","724"
"Double Up","","Stoner Manufacturing Company","Stoner Manufacturing Company","1936","1","EM","","725"
"Double Up","","","","","1","EM","","5437"
"Double `8'","","Stoner Manufacturing Company","Stoner Manufacturing Company","1934","1","EM","","4198"
"Double-Feature","","D. Gottlieb & Company","Gottlieb","1950","1","EM","Pageantry - Show Business - Women","711"
"Double-Shuffle","","D. Gottlieb & Company","Gottlieb","1949","1","EM","Games - Recreation - Shuffle Board","722"
"Double-Shuffle","","Hercules Novelty Company, Incorporated","Hercules Novelty Company, Incorporated","1932","1","ME","","723"
"Double-Shuffle","","Ad-Lee Company","Ad-Lee Company","1932","1","ME","","5294"
"Double-Shuffle Twins","","Southwestern Novelty Company","Southwestern Novelty Company","1933","2","ME","","726"
"Double-Up","","Bally Manufacturing Corporation","Bally","","1","EM","Motorcycles","3069"
"Double-Up","","Bally Manufacturing Corporation","Bally","","1","EM","","4447"
"Doughboy","","Baker Novelty and Manufacturing Company","Baker Novelty and Manufacturing Company","1940","1","EM","","727"
"Doughboy De Luxe Senior","","American Engineering Co.","American Engineering Co.","1932","1","ME","","6054"
"Doughboy Deluxe Jackpot Table","","American Games Engineering Co.","American Games Engineering Co.","1932","1","ME","","6055"
"Dr. Dude And His Excellent Ray","","Midway Manufacturing Company, a subsidiary of WMS Industries, Incorporated","Midway","1990","4","SS","Celebrities - Fictional","737"
"Dracula","","Stern Electronics, Incorporated","Stern","1979","4","SS","Fictional - Supernatural","728"
"Dracula","","Leisure & Allied Industries","Leisure & Allied Industries","1979","4","SS","Fictional - Supernatural","6325"
"Dracula Girl","","","","","1","EM","Fictional - Women","6193"
"Dragon","","D. Gottlieb & Company, a Columbia Pictures Industries Company","Gottlieb","1978","4","EM","Fantasy","4697"
"Dragon","","","","","1","SS","Fantasy","5624"
"Dragon","","Fipermatic Indústria Comércio Importação e Exportação Ltda","Fipermatic Indústria Comércio Importação e Exportação Ltda","","4","EM","Fantasy","5884"
"Dragon","","Europlay","Europlay","1979","1","EM","Fantasy","6298"
"Dragon","","D. Gottlieb & Company, a Columbia Pictures Industries Company","Gottlieb","1978","4","SS","Fantasy","729"
"Dragon","","Interflip S. A.","Interflip S. A.","1977","4","EM","Fantasy","3887"
"Dragonette","","D. Gottlieb & Company","Gottlieb","1954","1","EM","Celebrities - Fictional","730"
"Dragonfist","","Stern Electronics, Incorporated","Stern","1981","4","SS","Sports - Martial Arts","731"
"Dragoon","","Recreativos Franco","Recreativos Franco","1977","1","EM","","4872"
"Dragster","","Arco Falc S.R.L.","Arco Falc S.R.L.","","1","SS","Sports - Auto Racing - Drag Racing","4933"
"Dragster Flipp Flop","","Arco Falc S.R.L.","Arco Falc S.R.L.","","2","SS","Sports - Auto Racing - Drag Racing","5912"
"Drakor","","Taito do Brasil, a division of Taito, Japan","Taito do Brasil, a division of Taito, Japan","1979","4","SS","Fantasy","4569"
"Draw Ball","","Rock-ola Manufacturing Corporation","Rock-ola Manufacturing Corporation","1936","1","EM","","732"
"Draw Ball","","California Exhibit Company","California Exhibit Company","1936","","EM","Playing Cards - Poker","4287"
"Draw Bell","","Bally Manufacturing Corporation","Bally","1936","1","EM","","3073"
"Dreadnought","","Midlands","Midlands","","1","","","4005"
"Dreamy","","Williams Manufacturing Company","Williams","1950","1","EM","","733"
"Driving Range","","Williams Electronic Manufacturing Company","Williams","1965","1","EM","","3074"
"Drop Kick","","Exhibit Supply Company","Exhibit Supply Company","1934","1","EM","Sports - Football","734"
"Drop-A-Card","","D. Gottlieb & Company","Gottlieb","1971","1","EM","Cards/Gambling","735"
"Drop-A-Card","","Procedimientos Electromagnéticos de Tanteo y Color","Procedimientos Electromagnéticos de Tanteo y Color","","1","EM","Cards/Gambling","4950"
"Drum Major","","D. Gottlieb & Company","Gottlieb","1940","1","EM","Majorettes","736"
"Dual-Pool","","Alvin G. and Company","Alvin G.","","4","SS","Billiards","4347"
"Dubbs","","Standard Novelty Co.","Standard Novelty Co.","","1","ME","","5454"
"Duck Soup","","Genco Manufacturing Company","Genco Manufacturing Company","1935","1","EM","","4242"
"Ducks","","Playmatic","Playmatic","1975","1","EM","Sports - Hunting","739"
"Dude Ranch","","Genco Manufacturing Company","Genco Manufacturing Company","1940","1","EM","Western - Women","740"
"Dude Ranch","","Bally Manufacturing Corporation","Bally","","1","EM","Western","741"
"Duet","","Bally Manufacturing Corporation","Bally","1940","1","EM","","3065"
"Duette","","D. Gottlieb & Company","Gottlieb","1955","2","EM","","742"
"Duette Deluxe","","D. Gottlieb & Company","Gottlieb","1955","2","EM","","3075"
"Dungeons & Dragons","","Bally Midway Manufacturing Company","Bally","1987","4","SS","Fantasy","743"
"Duotron","","D. Gottlieb & Company","Gottlieb","1974","2","EM","Fantasy","744"
"Duplex","","Exhibit Supply Company","Exhibit Supply Company","1940","1","EM","","745"
"Dust Whirls","","Roy McGinnis Company","Roy McGinnis Company","1944","1","EM","","746"
"Dutch Pool","","A.B.T. Manufacturing Company","A.B.T. Manufacturing Company","1931","1","ME","Billiards","747"
"Dux","","Chicago Coin Machine Manufacturing Company","Chicago Coin","1937","1","EM","Sports - Hunting","748"
"Dyn O' Mite","","Allied Leisure Industries, Incorporated","Allied Leisure Industries, Incorporated","1975","2","SS","Licensed Theme - Music – Singing - Dancing","750"
"Dynamite","","Williams Manufacturing Company","Williams","1946","1","EM","Western","749"
"DYSCUS De-Luxe","","Dyscus Manufacturing Company","Dyscus Manufacturing Company","1932","1","ME","Olympic Games","751"
"E-Z Aces","","Hamilton Manufacturing Company a.k.a. Hamilton Machine Co., Inc.","Hamilton Manufacturing Company a.k.a. Hamilton Machine Co., Inc.","1933","1","ME","Playing Cards","803"
"Eager Beaver","","Williams Electronic Manufacturing Company","Williams","1965","2","EM","Fantasy","752"
"Eagle Squadron","","P & S Machine Company","P & S Machine Company","1943","1","EM","Warfare","3834"
"Earth Wind Fire","","Zaccaria","Zaccaria","1981","4","SS","Fantasy","3611"
"Earthshaker","","Williams Electronics Games, Incorporated, a subsidiary of WMS Ind., Incorporated","Williams","1989","4","SS","Earthquake","753"
"Easter Eggs","","Etablissement Marchant, S.A.","Etablissement Marchant, S.A.","1952","1","EM","Easter","4464"
"Easy Aces","","D. Gottlieb & Company","Gottlieb","1955","1","EM","Cards/Gambling","754"
"Easy Pickin'","","Glickman Industries","Glickman Industries","1942","1","EM","","3859"
"Easy Steps","","Rock-ola Manufacturing Corporation","Rock-ola Manufacturing Corporation","1938","1","EM","","755"
"Eclipse","","D. Gottlieb & Company, a Columbia Pictures Industries Company","Gottlieb","1982","4","SS","","756"
"Eclipse","","Pacific Amusement Manufacturing Company","Pacific Amusement Manufacturing Company","1935","1","EM","","757"
"Eclipse","","Bally Manufacturing Corporation","Bally","1935","1","EM","","4147"
"Egg Head","","D. Gottlieb & Company","Gottlieb","1961","1","EM","Games - Tic-Tac-Toe","758"
"Egyptian Pin Game","","The Fred W. Stein Mfg. Co.","The Fred W. Stein Mfg. Co.","","1","ME","","6521"
"Eight and Six","","Silver Star Manufacturing Company","Silver Star Manufacturing Company","1932","1","ME","","759"
"Eight Ball","","Bally Manufacturing Corporation","Bally","1977","4","SS","Billiards","760"
"Eight Ball Champ","","Bally Midway Manufacturing Company","Bally","1985","4","SS","Billiards","761"
"Eight Ball Champ","","Bally Wulff","Bally Wulff","1985","4","SS","Billiards","5461"
"Eight Ball Champ","","Maibesa, S.A.","Maibesa, S.A.","","4","SS","Billiards","6431"
"Eight Ball Deluxe","","Bally Midway Manufacturing Company","Bally","1984","4","SS","Billiards","5021"
"Eight Ball Deluxe","","Bally Manufacturing Corporation","Bally","1981","4","SS","Billiards","762"
"Eight Ball Deluxe Limited Edition","","Bally Manufacturing Corporation","Bally","","4","SS","Billiards - Games - Western","763"
"El Bumpo","","Pennsylvania Novelty Company","Pennsylvania Novelty Company","1931","1","ME","","3077"
"El Dorado","","D. Gottlieb & Company","Gottlieb","1975","1","EM","Western","766"
"El Dorado","","Maquinas Recreativas Sociedad Anonima","Maquinas Recreativas Sociedad Anonima","","1","EM","","4638"
"El Dorado","","Europlay","Europlay","1976","1","EM","Western","5216"
"El Dorado City of Gold","","Premier Technology","Premier","1984","4","SS","Adventure - Fantasy","767"
"El Gran Chaparral","","Eusebio Martinez Garcia","Eusebio Martinez Garcia","1976","","EM","","6025"
"El Paso","","Williams Manufacturing Company","Williams","1948","1","EM","American Places","768"
"El Rancho","","J. H. Keeney and Company Incorporated","J. H. Keeney and Company Incorporated","1962","1","EM","Western","769"
"El Reloj","","Fábrica de Aparatos Electro Mecánicos Recreativos, S.L","Fábrica de Aparatos Electro Mecánicos Recreativos, S.L","","1","EM","","4603"
"El Tigre","","","","1977","1","SS","Circus","5297"
"El Toro","","Williams Electronic Manufacturing Company","Williams","1963","2","EM","Bullfighting","770"
"El Toro","","Exhibit Supply Company","Exhibit Supply Company","1938","1","EM","","771"
"El Toro","","Bally Manufacturing Corporation","Bally","1972","1","EM","Bullfighting","772"
"El Toro Shoot the Bull","","Warren Novelty Co.","Warren Novelty Co.","","1","ME","","5945"
"El Valiente","","Salor, S.A","Salor, S.A","1961","1","EM","Adventure","6245"
"El Viti","","","","","1","EM","Bullfighting","5029"
"Eldorado","","Sigma","Sigma","","1","","Adventure","5533"
"Eldorado","","SIRMO Games S.A.","SIRMO Games S.A.","","1","SS","","5830"
"Electra-Pool","","D. Gottlieb & Company","Gottlieb","1965","1","EM","Billiards","779"
"Electric Automatic Whiffle Model 34","","Peerless Products Company","Peerless Products Company","1933","1","EM","","5400"
"Electric Baffle Ball","","D. Gottlieb & Company","Gottlieb","1935","1","EM","","773"
"Electric Eye","","Exhibit Supply Company","Exhibit Supply Company","1936","1","EM","","775"
"Electric Hockey","","Exhibit Supply Company","Exhibit Supply Company","1953","2","EM","Sports - Hockey","4977"
"Electric Poker","","H. C. Evans & Company","H. C. Evans & Company","1929","1","EM","Playing Cards - Poker","5716"
"Electric Road","","Md","Md","","1","EM","Sports - Auto Racing","5364"
"Electric Scoreboard","","D. Gottlieb & Company","Gottlieb","1937","1","EM","Sports - Baseball","2061"
"Electric Tournament Pool","","Genco Manufacturing Company","Genco Manufacturing Company","1955","4","EM","","6341"
"Electro","","Electro-Ball Company","Electro-Ball Company","1934","1","EM","","5123"
"Electro","","Exhibit Supply Company","Exhibit Supply Company","1934","1","EM","","776"
"Electro","","Stoner Manufacturing Company","Stoner Manufacturing Company","1938","1","EM","","3078"
"Electro Black Diamond","","Electro Black Diamond Double Pin Table Company","Electro Black Diamond Double Pin Table Company","1933","2","ME","Dog Racing","777"
"Electro-Ball","","Electro-Ball Company","Electro-Ball Company","","1","EM","","5535"
"Electro-Pool","","U.S. Billiards, Inc.","U.S. Billiards, Inc.","1966","4","EM","","6397"
"Elektra","","Bally Manufacturing Corporation","Bally","1981","4","SS","Fantasy","778"
"Elektro-Bomber (Brillant Type 1)","","T.H. Bergmann & Company","T.H. Bergmann & Company","","1","EM","","6058"
"Elektro-Bomber (Brillant Type 2)","","T.H. Bergmann & Company","T.H. Bergmann & Company","","1","EM","","6059"
"Elektro-Bomber (Type B)","","T.H. Bergmann & Company","T.H. Bergmann & Company","","1","EM","","5631"
"Elektro-Bomber (Type C)","","T.H. Bergmann & Company","T.H. Bergmann & Company","","1","EM","","6057"
"Eleven Belles","","J. H. Keeney and Company Incorporated","J. H. Keeney and Company Incorporated","1960","1","EM","Dancing - Pageantry","3079"
"Elite Guard","","D. Gottlieb & Company","Gottlieb","1968","1","EM","","780"
"Elmer","","T and M Sales Company","T and M Sales Company","1949","1","EM","Swimming Pools - Women","781"
"Elvira and the Party Monsters","","Midway Manufacturing Company, a subsidiary of WMS Industries, Incorporated","Midway","1989","4","SS","Licensed Theme - Fictional Character","782"
"Elvis®","","Stern Pinball, Incorporated","Stern","2004","4","SS","Licensed Theme - Music","4983"
"Elvis® Gold (Limited Edition)","Elvis® Gold","Stern Pinball, Incorporated","Stern","2004","4","SS","Licensed Theme - Music","6032"
"Embryon","","Bally Manufacturing Corporation","Bally","1981","4","SS","Fantasy - Science Fiction","783"
"Empire","","Arcadia Novelty Company","Arcadia Novelty Company","1933","1","ME","","5205"
"Empire","","","","","1","ME","Playing Cards","5206"
"Energie IV","","","Unknown","","4","EM","","6004"
"Enforcer","","Williams Electronics, Incorporated","Williams","","4","SS","Adventure - Fantasy","5604"
"English","","Mills Novelty Company","Mills Novelty Company","1932","1","ME","","784"
"Entry","","Bally Manufacturing Corporation","Bally","1941","1","EM","","3083"
"Equalite","","Bally Manufacturing Corporation","Bally","1937","1","EM","","786"
"Equity","","Mills Novelty Company","Mills Novelty Company","1935","1","EM","","787"
"ERBU BALL","","Erich Büttner","Erich Büttner","1933","1","ME","","5153"
"ERBU-BALL","","Erich Büttner","Erich Büttner","1934","1","ME","Sports - Horse Racing","5154"
"ERBU-BALL","","Erich Büttner","Erich Büttner","1932","1","ME","Sports - Horse Racing","6179"
"ERBU-RENNEN","","Erich Büttner","Erich Büttner","1935","1","ME","Sports - Horse Racing","6033"
"Eros II","","Fascination Int., Incorporated","Fascination Int., Incorporated","1979","2","","","788"
"Eros One","","Fascination Int., Incorporated","Fascination Int., Incorporated","1979","2","SS","Greek Mythology","3738"
"Escalera de Color","","Procedimientos Electromagnéticos de Tanteo y Color","Procedimientos Electromagnéticos de Tanteo y Color","","1","EM","Playing Cards","5969"
"Escape","","Jac van Ham","Jac van Ham","1987","4","SS","","3084"
"Escape from the Lost World","","Bally Midway Manufacturing Company","Bally","1988","4","SS","Fantasy","789"
"Esmeralda Ball","","Procedimientos Electromagnéticos de Tanteo y Color","Procedimientos Electromagnéticos de Tanteo y Color","","1","EM","Happiness - Games","5899"
"Esquire","","Stoner Manufacturing Company","Stoner Manufacturing Company","1934","1","EM","","790"
"Eureka","","Bally Manufacturing Corporation","Bally","1938","1","EM","","791"
"Eureka","","Bally Manufacturing Corporation","Bally","1947","1","EM","","792"
