Name,AltName,Manufacturer,ManufacturerShort,Year,Players,Type,Theme,IPDBID
"Six Star","","","","","1","ME","","5601"
"Six Stars","","Bingo Novelty Manufacturing Company","Bingo Novelty Manufacturing Company","1932","1","ME","","3253"
"Six Sticks","","Bally Manufacturing Corporation","Bally","1966","6","EM","Sports - Hockey","2168"
"Six-Sixty-Six","","Bally Manufacturing Corporation","Bally","","1","EM","","2169"
"Sixty Grand","","Glickman Industries","Glickman Industries","1942","1","EM","","3867"
"Sixty-Two Baseball","","Midway Manufacturing Company","Midway","1962","1","EM","Sports - Baseball","3239"
"SK-IL-RO","","Auto Bell Novelty Company","Auto Bell Novelty Company","1962","1","EM","","3235"
"Skate King","","Briarwood, A Division Of Brunswick Manufacturing Company","Briarwood, A Division Of Brunswick Manufacturing Company","1977","1","SS","Skateboarding","5466"
"Skateball","","Bally Manufacturing Corporation","Bally","1980","4","SS","Sports - Skateboard","2170"
"Skateball","","Bally Manufacturing Corporation","Bally","","4","SS","","3237"
"Skateboard","","Industria (Electromecánica) de Recreativos S.A","Industria (Electromecánica) de Recreativos S.A","1980","4","SS","Sports - Skateboarding","4479"
"Skating","","Maquinas Recreativas Sociedad Anonima","Maquinas Recreativas Sociedad Anonima","","1","EM","Sports - Ice Skating","5772"
"Ske-Dad-Del","","Midwest Sales Corporation","Midwest Sales Corporation","1932","1","ME","","2171"
"Skee Skill","","Williams Electronics, Incorporated","Williams","1973","","EM","","3725"
"Ski Club","","Williams Electronic Manufacturing Company","Williams","1965","1","EM","Sports - Skiing","2172"
"Ski Jump","","Zaccaria","Zaccaria","1978","1","SS","Winter - Skiing","3637"
"Ski Jump","","Zaccaria","Zaccaria","1978","1","EM","Sports - Snow Skiing - Winter","4686"
"Ski-Doo 23","","Amusement Corporation of America","Amusement Corporation of America","1932","1","ME","","2175"
"Ski-Hi","","Genco Manufacturing Company","Genco Manufacturing Company","1937","1","EM","Sports - Snow Skiing","2173"
"Skil Luck","","","","","1","ME","Gambling - Blackjack","4847"
"Skill Ball","","","","","1","ME","","5149"
"Skill Ball","","Twin City Novelty Company","Twin City Novelty Company","1932","1","ME","","2178"
"Skill Ball (Combination Pin and Pool Table)","","A. L. Randall Company, Standard Games Dept.","A. L. Randall Company, Standard Games Dept.","1932","1","ME","","6052"
"Skill Ball (Junior)","","A. L. Randall Company, Standard Games Dept.","A. L. Randall Company, Standard Games Dept.","1932","1","ME","","6051"
"Skill Ball (Senior)","","A. L. Randall Company, Standard Games Dept.","A. L. Randall Company, Standard Games Dept.","1932","1","ME","","3942"
"Skill Ball Junior","","","","","1","ME","","6049"
"Skill Cards","","Giepen Associates, Inc.","Giepen Associates, Inc.","1961","1","ME","Playing Cards - Poker","4022"
"Skill Circle","","Bally Manufacturing Corporation","Bally","1935","1","EM","","2179"
"Skill Derby (Non-replay Model)","","Bally Manufacturing Corporation","Bally","","1","EM","Sports - Horse Racing","6433"
"Skill Derby (Replay Model)","","Bally Manufacturing Corporation","Bally","","1","EM","Sports - Horse Racing","2180"
"Skill Feature","","Mills Novelty Company","Mills Novelty Company","1940","1","EM","","3229"
"Skill Flight","","Nuova Bell Games","Nuova Bell Games","1986","4","SS","Aviation","3230"
"Skill Flight","","Playmatic","Playmatic","1987","4","SS","","4488"
"Skill Jumbo","","D. Gottlieb & Company","Gottlieb","","4","EM","Happiness - Circus/Carnival","5110"
"Skill Parade","","Bally Manufacturing Corporation","Bally","","1","EM","","2181"
"Skill Pool","","Williams Electronic Manufacturing Company","Williams","1963","1","EM","Billiards","2182"
"Skill Race","","Games, Incorporated","Games, Incorporated","1962","1","EM","Sports - Dog Racing","5038"
"Skill Roll","","D. Gottlieb & Company","Gottlieb","1935","1","EM","","2184"
"Skill Score","","Exhibit Supply Company","Exhibit Supply Company","1936","1","EM","","4288"
"Skill Score","","Caldwell Novelty Co.","Caldwell Novelty Co.","","1","ME","","6293"
"Skill Score","","Exhibit Supply Company","Exhibit Supply Company","1956","4","EM","","6379"
"Skill Score","","Hoopers' Automatics","Hoopers' Automatics","","1","EM","","6500"
"Skill Shot","","O. D. Jennings and Company","O. D. Jennings and Company","1934","1","EM","","4201"
"Skill Time","","J. H. Keeney and Company Incorporated","J. H. Keeney and Company Incorporated","1937","1","EM","","3234"
"Skill-Ball","","Williams Electronic Manufacturing Company","Williams","1961","1","EM","Circus/Carnival","2177"
"Skill-Pool","","D. Gottlieb & Company","Gottlieb","1952","1","EM","Billiards","2183"
"Skill-Roll","","Bally Manufacturing Corporation","Bally","","1","EM","","3232"
"Skill-Score","","Bally Manufacturing Corporation","Bally","","1","EM","Sports","2185"
"Skill-Shot","","D. Robbins and Company","D. Robbins and Company","1932","1","ME","","3233"
"Skillo","","Skill-O Manufacturing Company","Skill-O Manufacturing Company","1931","1","ME","","2186"
"SkillShot","","HanaHo Games, Inc.","HanaHo Games, Inc.","1998","1","SS","BIlliards","5722"
"Skipper","","Bally Manufacturing Corporation","Bally","1933","1","ME","Gambling","2187"
"Skipper","","Bally Manufacturing Corporation","Bally","","1","EM","","2188"
"Skipper","","D. Gottlieb & Company","Gottlieb","1969","4","EM","Water Sports","2189"
"Skipper","","Bally Manufacturing Corporation","Bally","1936","1","EM","","4173"
"Skippy","","Northwest Coin Machine Company","Northwest Coin Machine Company","1932","1","ME","","3333"
"Skooky","","Pacific Manufacturing Corporation","Pacific Manufacturing Corporation","1937","1","EM","","3236"
"Sky Blazer","","Exhibit Supply Company","Exhibit Supply Company","1941","1","EM","Aircraft - Airplanes - Airports - Aviation - Flying","2190"
"Sky Chief","","Exhibit Supply Company","Exhibit Supply Company","1942","1","EM","Aviation","2191"
"Sky Chief","","United Manufacturing Company","United Manufacturing Company","1945","1","EM","","3256"
"Sky Devil's","","","","","1","EM","Sports - Sky Diving","5160"
"Sky Dive","","D. Gottlieb & Company","Gottlieb","1974","1","EM","Parachuting - Sports - Skydiving","2192"
"Sky Divers","","Bally Manufacturing Corporation","Bally","1964","1","EM","Sports - Sky Diving","2193"
"Sky Fly","","Europlay","Europlay","1978","4","EM","Outer Space - Fantasy","5255"
"Sky High","","Bally Manufacturing Corporation","Bally","1935","1","EM","","2194"
"Sky High","","Bally Manufacturing Corporation","Bally","1936","1","EM","","4169"
"Sky Jump","","D. Gottlieb & Company","Gottlieb","1974","1","EM","Parachuting - Sports - Skydiving","2195"
"Sky Jump","","Recel S. A.","Recel S. A.","1974","1","EM","Parachuting - Sports - Skydiving","3275"
"Sky Jump","","Procedimientos Electromagnéticos de Tanteo y Color","Procedimientos Electromagnéticos de Tanteo y Color","","1","EM","Parachuting - Sports - Skydiving","5933"
"Sky Kings","","Bally Manufacturing Corporation","Bally","1974","1","EM","Parachuting - Sports - Skydiving","2196"
"Sky Lark","","J. H. Keeney and Company Incorporated","J. H. Keeney and Company Incorporated","1941","1","EM","","2197"
"Sky Line","","Genco Manufacturing Company","Genco Manufacturing Company","","1","EM","City Buildings - City Scene - City Skyline","6047"
"Sky Lover","","Sega Enterprises, Ltd.","Sega","1977","1","SS","Hot Air Ballooning - Parachuting - Sports - Skydiving","4558"
"Sky Raider","","Victory Games","Victory Games","1944","1","EM","","3277"
"Sky Ray","","J. H. Keeney and Company Incorporated","J. H. Keeney and Company Incorporated","1941","1","EM","Aviation","2199"
"Sky Ride","","Genco Manufacturing Company","Genco Manufacturing Company","1933","1","ME","","2200"
"Sky Ride","","Dudley-Clark Company","Dudley-Clark Company","1935","1","EM","","4229"
"Sky Ride","","","","","1","ME","","4810"
"Sky Ride","","Joseph Schneider Incorporated","Joseph Schneider Incorporated","","1","ME","Aircraft - Airplanes - Aviation - Flying - Parachuting","6326"
"Sky Rider","","Chicago Coin Machine Manufacturing Company","Chicago Coin","1974","4","EM","Sports - Hot Air Ballooning","2201"
"Sky Rider","","Bell Products Company","Bell Products Company","1944","1","EM","","3855"
"Sky Show","","","","","1","EM","Sports - Sky Diving","4863"
"Sky Star","","Europlay","Europlay","1974","1","EM","Parachuting - Sports - Skydiving","5050"
"Sky Warrior","","I.D.I.","I.D.I.","","4","SS","Outer Space - Fantasy","3905"
"Sky-Rocket","","Exhibit Supply Company","Exhibit Supply Company","","1","EM","Celebration - Fireworks - Historical - World's Fair","4004"
"Skyhawk","","Fischer, a Division of Questor Manufacturing Company","Fischer, a Division of Questor Manufacturing Company","1977","1","SS","","4699"
"Skylab","","Williams Electronics, Incorporated","Williams","1974","1","EM","Space Exploration","2202"
"Skyline","","Chicago Coin Machine Manufacturing Company","Chicago Coin","1940","1","EM","City Buildings - City Scene - City Skyline","2203"
"Skyrocket","","Bally Manufacturing Corporation","Bally","1971","2","EM","Happiness - Circus/Carnival","2204"
"Skyscraper","","Bally Manufacturing Corporation","Bally","1934","1","EM","City Skyline","2205"
"Skyway","","Williams Manufacturing Company","Williams","1954","1","EM","Space Age - Travel - Water - Women","2206"
"Skyway","","O. D. Jennings and Company","O. D. Jennings and Company","1935","1","EM","","3278"
"Sky·Line","","D. Gottlieb & Company","Gottlieb","1965","1","EM","Nightclubs - Nightlife","3240"
"Slalom","","Playmatic","Playmatic","","1","EM","Sports - Slalom - Snow","6312"
"Slalom Code 0.3","","Universal de Desarrollos Electronicos, S.A.","Universal de Desarrollos Electronicos, S.A.","1988","4","SS","","4437"
"Slam 'N Jam","","Alvin G. and Company","Alvin G.","","4","SS","Basketball","4343"
"Slamdunk","","","Unknown","1988","4","SS","Sports - Basketball","4965"
"Slammer","","Bally Manufacturing Corporation","Bally","","2","SS","","5148"
"Slap Shot","","Data East Pinball, Incorporated","Data East","","1","SS","Sports - Ice Hockey","5792"
"Slap Stick","","Bally Manufacturing Corporation","Bally","1975","1","EM","Happiness - Circus/Carnival","2207"
"Slap-the-Japs","","Victory Games","Victory Games","1942","1","EM","Wartime - Patriotic","3279"
"Sleic Pin Ball","","Creaciones e Investigaciones Electrónicas, Sociedad Limitada","Creaciones e Investigaciones Electrónicas, Sociedad Limitada","1994","4","SS","","4620"
"Slick Chick","","D. Gottlieb & Company","Gottlieb","1963","1","EM","","2208"
"Slugfest","","Williams Manufacturing Company","Williams","1952","1","EM","Sports - Baseball","2209"
"SlugFest (First Model)","","Williams Electronics Games, Incorporated, a subsidiary of WMS Ind., Incorporated","Williams","1991","2","SS","Sports - Baseball","3281"
"SlugFest (Second Model)","","Williams Electronics Games, Incorporated, a subsidiary of WMS Ind., Incorporated","Williams","1991","2","SS","Sports - Baseball","5949"
"SlugFest (Third Model)","","Williams Electronics Games, Incorporated, a subsidiary of WMS Ind., Incorporated","Williams","","","SS","Sports - Baseball","6023"
"Slugger","","Bally Manufacturing Corporation","Bally","","","","","5184"
"Slugger","","Midway Manufacturing Company","Midway","1963","1","EM","Sports - Baseball","2210"
"Slugger","","United Manufacturing Company","United Manufacturing Company","1950","1","EM","","2211"
"Slugger","","D. Gottlieb & Company","Gottlieb","1938","1","EM","Sports - Baseball","2212"
"Sluggers","","Genco Manufacturing Company","Genco Manufacturing Company","1941","1","EM","Sports - Baseball","3827"
"Sluggin' Champ","","D. Gottlieb & Company","Gottlieb","1955","1","EM","Sports - Baseball","2213"
"Smack 'Em","","Bally Manufacturing Corporation","Bally","","1","EM","","4149"
"Smack The Japs","","Victory Games","Victory Games","1943","1","EM","Wartime - Patriotic","2214"
"Smart Set","","Williams Electronics, Incorporated","Williams","1969","4","EM","Boating - Recreation - Affluence","2215"
"Smarty","","Williams Manufacturing Company","Williams","1946","1","EM","","2216"
"Smarty","","Williams Electronics, Incorporated","Williams","1968","1","EM","Happiness - School","2217"
"Smoke Signal","","Williams Manufacturing Company","Williams","1955","1","EM","Western","2218"
"Smokehouse","","Brunswick Manufacturing Company","Brunswick Manufacturing Company","1932","1","ME","","3288"
"Smoky","","Exhibit Supply Company","Exhibit Supply Company","1947","1","EM","Horses - Western","2219"
"Snafu","","Williams Manufacturing Company","Williams","1955","1","EM","","2220"
"Snake Machine","","Taito do Brasil, a division of Taito, Japan","Taito do Brasil, a division of Taito, Japan","","4","SS","Fantasy","4585"
"Snappy","","Chicago Coin Machine Manufacturing Company","Chicago Coin","1941","1","EM","","2221"
"Snappy","","Bally Manufacturing Corporation","Bally","1936","1","EM","","2222"
"Snappy","","Chicago Coin Machine Manufacturing Company","Chicago Coin","1938","1","EM","Sports - Bowling","2223"
"Snickerette (Deluxe)","","The Snicker Table Company","The Snicker Table Company","1931","1","ME","","3289"
"Snooker","","Western Equipment & Supply Company","Western Equipment & Supply Company","1936","1","EM","","2224"
"Snooker","","Premier Technology","Premier","","4","SS","","5343"
"Snooker Ball","","Peerless Sales and Products Company","Peerless Sales and Products Company","1932","1","ME","","2225"
"Snooks","","Williams Manufacturing Company","Williams","1951","1","EM","","2226"
"Snooks","","Stoner Manufacturing Company","Stoner Manufacturing Company","1939","1","EM","Beaches - Boating - Sailing - Swimming - Women","2227"
"Snooky","","Pacific Amusement Manufacturing Company","Pacific Amusement Manufacturing Company","1937","1","EM","","2228"
"Snow Derby","","D. Gottlieb & Company","Gottlieb","1970","2","EM","Sports - Skiing - Snowmobiling","2229"
"Snow Queen","","D. Gottlieb & Company","Gottlieb","1970","4","EM","Sports - Skiing","2230"
"Snowbird","","The Henry W.T. Mali & Co., Inc.","The Henry W.T. Mali & Co., Inc.","1977","1","","","2231"
"Snowhite","","Block Marble Company","Block Marble Company","","1","EM","Fictional - Fantasy","4329"
"Soccer","","Williams Electronic Manufacturing Company","Williams","1964","1","EM","Sports - Soccer","2232"
"Soccer","","D. Gottlieb & Company","Gottlieb","1975","2","EM","Sports - Soccer","2233"
"Soccer","","G. M. Laboratories, Incorporated","G. M. Laboratories, Incorporated","1936","1","EM","Sports - Football - Futbol - Soccer","4272"
"Soccer Champ","","Valco Automatenbouw B.V.","Valco Automatenbouw B.V.","","1","SS","Sports - Soccer","5600"
"Soccer Kick-Off","","Williams Manufacturing Company","Williams","1958","1","EM","Sports - Futbol - Soccer","5188"
"Soccer Kings","","Zaccaria","Zaccaria","1982","4","SS","Sports - Soccer","2235"
"Sockit","","Western Equipment & Supply Company","Western Equipment & Supply Company","1936","1","EM","Sports - Baseball","3291"
"Sofficini Dakar","","Mr. Game","Mr. Game","","4","SS","Racing","5185"
"Soft-Ball Queens","","Munves Manufacturing Company","Munves Manufacturing Company","1946","1","EM","Sports - Baseball - Softball","2236"
"SOK-M-IN","","","","","1","ME","","5204"
"Sol do Algarve","","Irmacor","Irmacor","","4","EM","Beaches - Boating - Sailing - Swimming - Water - Women","5737"
"Solar City","","D. Gottlieb & Company","Gottlieb","1977","2","EM","Fantasy","2237"
"Solar City (Prototype)","","D. Gottlieb & Company","Gottlieb","","","SS","","4511"
"Solar Fire","","Williams Electronics, Incorporated","Williams","1981","4","SS","Outer Space - Science Fiction - Space Fantasy","2238"
"Solar Ride","","D. Gottlieb & Company, a Columbia Pictures Industries Company","Gottlieb","1979","4","SS","Outer Space","2239"
"Solar Ride","","D. Gottlieb & Company, a Columbia Pictures Industries Company","Gottlieb","1979","4","EM","Outer Space","4769"
"Solar Ride","","Electromatic Brasil","Electromatic Brasil","","4","EM","Outer Space - Space Fantasy","5696"
"Solar Wars","","Segasa d.b.a. Sonic","Segasa d.b.a. Sonic","1986","4","SS","","3273"
"Solids N Stripes","","Williams Electronics, Incorporated","Williams","1971","2","EM","Billiards","2240"
"Solitaire","","D. Gottlieb & Company","Gottlieb","1967","1","EM","Cards/Gambling","2241"
"Solo","","The Ad-Lee Company, Incorporated","The Ad-Lee Company, Incorporated","1935","1","EM","","4310"
"Son of Fireball","","Bally Manufacturing Corporation","Bally","","4","SS","","6515"
"Sorcerer","","Williams Electronics, Incorporated","Williams","1985","4","SS","Fantasy - Wizard - Magic - Dragons","2242"
"Sound Stage","","Chicago Coin Machine Manufacturing Company","Chicago Coin","1976","2","EM","Music - Singing","2243"
"South Pacific","","Chicago Coin Machine Manufacturing Company","Chicago Coin","1964","2","EM","World Places - Happiness - Music - Dancing","2244"
"South Pacific","","Genco Manufacturing Company","Genco Manufacturing Company","1950","1","EM","Beaches - Girls - Water - Women - World Places","2245"
"South Park","","Sega Pinball, Incorporated","Sega","1999","6","SS","Cartoon - Licensed - Juvenilia","4444"
"South Seas","","United Manufacturing Company","United Manufacturing Company","1945","1","EM","World Places","2246"
"South Seas","","United Manufacturing Company","United Manufacturing Company","1956","1","EM","","2247"
"South-Paw","","Genco Manufacturing Company","Genco Manufacturing Company","1941","1","EM","Sports - Baseball","3274"
"Southern Belle","","D. Gottlieb & Company","Gottlieb","1955","1","EM","American History - American West - Riverboats","2248"
"Southpaw","","Sega Enterprises, Ltd.","Sega","1977","1","SS","Sports - Baseball","5541"
"Southside Johnny","","","","1979","4","SS","Music","5033"
"Space Circus","","Williams Electronics, Incorporated","Williams","","4","SS","","5573"
"Space City","","Zaccaria","Zaccaria","1979","1","SS","Outer Space - Science Fiction - Space Fantasy","3267"
"Space Duel","","","","","2","SS","Outer Space - Fantasy","5256"
"Space Fantasy","","Fantasy Games, Inc.","Fantasy Games, Inc.","","2","SS","Outer Space - Fantasy","5311"
"Space Galaxy","","The Henry W.T. Mali & Co., Inc.","The Henry W.T. Mali & Co., Inc.","1977","1","","","3259"
"Space Gambler","","Playmatic","Playmatic","1978","4","SS","Outer Space - Fantasy","2250"
"Space Game (1 card)","","Recel S. A.","Recel S. A.","1979","1","SS","Space Fantasy","5979"
"Space Game (1 card)","","Procedimientos Electromagnéticos de Tanteo y Color","Procedimientos Electromagnéticos de Tanteo y Color","","1","SS","Space Fantasy","6012"
"Space Game (7 card)","","Procedimientos Electromagnéticos de Tanteo y Color","Procedimientos Electromagnéticos de Tanteo y Color","","1","SS","Space Fantasy","6016"
"Space Game (7 card)","","Recel S. A.","Recel S. A.","1979","1","SS","Space Fantasy","2251"
"Space Hawks","","Nuova Bell Games","Nuova Bell Games","1986","4","SS","Outer Space","3621"
"Space Invaders","","Bally Manufacturing Corporation","Bally","1980","4","SS","Outer Space - Fantasy","2252"
"Space Jam","","Sega Pinball, Incorporated","Sega","1996","6","SS","Sports - Basketball - Celebrities - Licensed Theme","3879"
"Space Mission","","Williams Electronics, Incorporated","Williams","1976","4","EM","Outer Space","2253"
"Space Odyssey","","Williams Electronics, Incorporated","Williams","1976","2","EM","Outer Space","2254"
"Space Orbit","","D. Gottlieb & Company","Gottlieb","1972","1","EM","Outer Space","2255"
"Space Orbit!","","Skillgame d.b.a. Renato Montanari Giochi","Skillgame d.b.a. Renato Montanari Giochi","1972","1","EM","Outer Space","4783"
"Space Orbit!","","Renato Montanari Giochi","Renato Montanari Giochi","1972","1","EM","Outer Space","5458"
"Space Panther","","Maquinas Automaticas Computerizadas, S.A.","Maquinas Automaticas Computerizadas, S.A.","1988","4","SS","","4391"
"Space Poker","","LTD do Brasil Diversões Eletrônicas Ltda","LTD do Brasil Diversões Eletrônicas Ltda","","2","SS","","5886"
"Space Queen","","Segasa d.b.a. Sonic","Segasa d.b.a. Sonic","","1","EM","Space Fantasy - Women","6165"
"Space Race","","Recel S. A.","Recel S. A.","1977","4","EM","Outer Space - Fantasy","2257"
"Space Rider","","Geiger-Automatenbau GmbH","Geiger-Automatenbau GmbH","1980","4","SS","Fantasy - Outer Space","4018"
"Space Riders","","Atari, Incorporated","Atari","1978","4","SS","Futuristic Travel - Motorcycles - Fantasy","2258"
"Space Ship","","Williams Electronic Manufacturing Company","Williams","1961","1","EM","Outer Space","2259"
"Space Ship","","Universal de Desarrollos Electronicos, S.A.","Universal de Desarrollos Electronicos, S.A.","1986","4","SS","","4623"
"Space Shuttle","","Mecatronics, a.k.a. Taito (Brazil), a division of Taito","Mecatronics, a.k.a. Taito (Brazil), a division of Taito","","4","SS","Outer Space","4583"
"Space Shuttle","","Sega Enterprises, Ltd.","Sega","1977","2","SS","Outer Space - Space Exploration","5542"
"Space Shuttle","","Williams Electronics, Incorporated","Williams","1984","4","SS","Outer Space","2260"
"Space Shuttle","","Zaccaria","Zaccaria","1980","4","SS","Space Exploration","3263"
"Space Shuttle","","Universal de Desarrollos Electronicos, S.A.","Universal de Desarrollos Electronicos, S.A.","1986","4","SS","","4131"
"Space Station","","Williams Electronics Games, Incorporated, a subsidiary of WMS Ind., Incorporated","Williams","1987","4","SS","Outer Space","2261"
"Space Team","","Tecnoplay","Tecnoplay","1988","6","SS","","3258"
"Space Time","","Bally Manufacturing Corporation","Bally","1972","4","EM","Outer Space","2262"
"Space Time","","Bensa","Bensa","1973","1","EM","","4062"
"Space Train","","Maquinas Automaticas Computerizadas, S.A.","Maquinas Automaticas Computerizadas, S.A.","1987","4","SS","Outer Space - Fantasy","3895"
"Space Walk","","D. Gottlieb & Company, a Columbia Pictures Industries Company","Gottlieb","1979","2","EM","Outer Space","2263"
"Space Wars","","","","1985","4","SS","","3973"
"Space Woman","","","","","4","SS","Fantasy - Outer Space","5951"
"Spacelab","","Williams Electronics, Incorporated","Williams","1974","1","EM","Space Exploration","2264"
"Spain 82","","Playmatic","Playmatic","1982","4","SS","Sports - Football - Futbol - Soccer","3266"
"Spanish Eyes","","Williams Electronics, Incorporated","Williams","1972","1","EM","Dancing - Music - Women - World Places","2265"
"Spanish Eyes","","Segasa","Segasa","1973","1","EM","","3265"
"Spark Plugs","","Williams Manufacturing Company","Williams","1951","1","EM","Sports - Horse Racing","2267"
"Spark-O-Lite","","Bally Manufacturing Corporation","Bally","1936","1","EM","","4175"
"Sparky","","Stoner Manufacturing Company","Stoner Manufacturing Company","1941","1","EM","","2268"
"Sparkz","","Bally Manufacturing Corporation","Bally","","4","SS","","6522"
"Speakeasy","","Playmatic","Playmatic","1977","4","EM","American History - Cards/Gambling","2269"
"Speakeasy","","Bally Manufacturing Corporation","Bally","1982","2","SS","American History","2270"
"Speakeasy 4","","Bally Manufacturing Corporation","Bally","","4","SS","American History","4342"
"Special","","Mills Novelty Company","Mills Novelty Company","1936","1","EM","","3268"
"Special Deluxe Baseball","","Williams Manufacturing Company","Williams","1954","1","EM","Sports - Baseball","3046"
"Special Entry","","Bally Manufacturing Corporation","Bally","1947","1","EM","Sports - Horse Racing","2271"
"Special Entry 1948","","Bally Manufacturing Corporation","Bally","1948","1","EM","Sports - Horse Racing","5570"
"Special Force","","Bally Midway Manufacturing Company","Bally","1986","4","SS","","2272"
"Special Force Girls","","Bally Wulff","Bally Wulff","1986","4","SS","","3270"
"Special Marble (Horseshoe Board)","","A.B.T. Manufacturing Company","A.B.T. Manufacturing Company","1933","1","ME","","5980"
"Special Marble (No Horseshoe)","","A.B.T. Manufacturing Company","A.B.T. Manufacturing Company","1933","1","ME","","5981"
"Special-Jax","","A.B.T. Manufacturing Company","A.B.T. Manufacturing Company","1933","1","ME","","3361"
"Spectra IV","","The Valley Company, Subsidiary of Walter Kidde & Company, Incorporated","The Valley Company, Subsidiary of Walter Kidde & Company, Incorporated","1978","4","SS","","2273"
"Spectrum","","Bally Manufacturing Corporation","Bally","1982","4","SS","Fantasy","2274"
"Speed","","Daval Mfg Company Incorporated, G.B.","Daval Mfg Company Incorporated, G.B.","1937","1","EM","","2275"
"Speed Ball","","Bally Manufacturing Corporation","Bally","1941","1","EM","Sports - Baseball","2276"
"Speed Demon","","J. H. Keeney and Company Incorporated","J. H. Keeney and Company Incorporated","1940","1","EM","Water Sports","2278"
"Speed King","","D. Gottlieb & Company","Gottlieb","1936","1","EM","Railroad - Trains - Travel","2279"
"Speed King","","King Game Factories","King Game Factories","1932","1","ME","","4757"
"Speed Rush","","Playmec","Playmec","1975","1","EM","Rollercoasters","4125"
"Speed Test","","Taito do Brasil, a division of Taito, Japan","Taito do Brasil, a division of Taito, Japan","","4","SS","Sports - Auto Racing","4589"
"Speed Way","","Williams Manufacturing Company","Williams","1948","1","EM","Sports - Auto Racing","2281"
"Speed-Ball","","World Manufacturing Company","World Manufacturing Company","1932","1","ME","","2277"
"Speedboat","","A.B.T. Manufacturing Company","A.B.T. Manufacturing Company","1936","1","EM","","4333"
"Speedway","","D. Gottlieb & Company","Gottlieb","1933","1","ME","Sports - Auto Racing","2282"
"Speedway","","J. H. Keeney and Company Incorporated","J. H. Keeney and Company Incorporated","1940","1","EM","Sports - Auto Racing","3438"
"Speedway","","D. Gottlieb & Company","Gottlieb","1933","1","ME","Sports - Auto Racing","4932"
"Speedy","","Exhibit Supply Company","Exhibit Supply Company","1939","1","EM","","2283"
"Spellbinder","","Williams Electronics, Incorporated","Williams","1982","2","SS","Fantasy and Myth","3727"
"Spellbound","","Chicago Coin Machine Manufacturing Company","Chicago Coin","1946","1","EM","Water Sports - Happiness","2284"
"Spelling Bee","","L & R Manufacturing Company","L & R Manufacturing Company","1935","1","EM","Education - School","4385"
"Spelling Bee","","Williams Electronic Manufacturing Company","Williams","","1","EM","","6299"
"Spelling-Bee","","Bally Manufacturing Corporation","Bally","1956","1","EM","","5791"
"Spider","","Dama S.R.L.","Dama S.R.L.","1970","1","EM","Space Exploration","4404"
"Spider Ball","","","","","1","ME","","5909"
"Spider-Man (Home Edition)","Spider-Man","Stern Pinball, Incorporated","Stern","2016","4","SS","Licensed - Comics - Superheroes","6438"
"Spider-Man (Vault Edition)","Spider-Man","Stern Pinball, Incorporated","Stern","2016","4","SS","Licensed - Comics - Superheroes","6328"
"Spider-Man™","","Stern Pinball, Incorporated","Stern","2007","4","SS","Licensed - Comics - Superheroes","5237"
"Spider-Man™ (Black Suited)","","Stern Pinball, Incorporated","Stern","2007","4","SS","Licensed - Comics - Superheroes","5650"
"Spin Out","","Maquinas Recreativas Sociedad Anonima","Maquinas Recreativas Sociedad Anonima","","1","EM","Sports - Auto Racing","5801"
"Spin Out","","D. Gottlieb & Company","Gottlieb","1975","1","EM","Sports - Auto Racing","2286"
"Spin Wheel","","D. Gottlieb & Company","Gottlieb","1968","4","EM","Happiness - Games","2287"
"Spin-A-Card","","D. Gottlieb & Company","Gottlieb","1969","1","EM","Cards/Gambling","2288"
"Spin-a-Card","","Procedimientos Electromagnéticos de Tanteo y Color","Procedimientos Electromagnéticos de Tanteo y Color","1969","1","EM","Cards/Gambling","4121"
"Spin-A-Way","","Lindstrom Tool and Toy Company","Lindstrom Tool and Toy Company","1934","1","ME","","4930"
"Spinball","","Chicago Coin Machine Manufacturing Company","Chicago Coin","1948","1","EM","Hawaii - Music - Dancing","2289"
"Spinner","","Daval Mfg Company Incorporated, G.B.","Daval Mfg Company Incorporated, G.B.","1938","1","EM","","2290"
"Spinner","","Bally Manufacturing Corporation","Bally","","4","EM","","3460"
"Spinner","","Bally Manufacturing Corporation","Bally","1935","1","EM","","4158"
"Spinner","","Bally Manufacturing Corporation","Bally","1936","1","EM","","4188"
"Spinning Reels","","Mills Novelty Company","Mills Novelty Company","1940","1","EM","","2291"
"Spinning Wheel","","The International Automatic Company","The International Automatic Company","","","","","4438"
"Spinning Wheel","","Talleres del Llobregat S.A. [Automaticos]","Talleres del Llobregat S.A. [Automaticos]","","1","EM","","6402"
"Spirit","","D. Gottlieb & Company, a Columbia Pictures Industries Company","Gottlieb","1982","4","SS","Supernatural","2292"
"Spirit of '76","","Bally Manufacturing Corporation","Bally","","4","EM","American History","6510"
"Spirit of 76","","D. Gottlieb & Company","Gottlieb","1975","4","EM","Historical","2293"
"Spirit of 76","","Mirco Games, Incorporated","Mirco Games, Incorporated","1975","2","SS","American Bicentennial","2294"
"Spirit of America","","Shyvers Manufacturing Company","Shyvers Manufacturing Company","1933","1","","","4972"
"Spit Fire","","Genco Manufacturing Company","Genco Manufacturing Company","1935","1","EM","","2295"
"Spitfire","","Williams Manufacturing Company","Williams","1954","1","EM","Western","2296"
"Spitfire","","Williams Electronics Games, Incorporated, a subsidiary of WMS Ind., Incorporated","Williams","1986","4","SS","","3728"
"Splash","","Genco Manufacturing Company","Genco Manufacturing Company","1938","1","EM","Boating - Fishing - Recreation","3461"
